Namespace(batch_size=64, beta1=0.5, cuda=False, data_path='../data/', dataset='cifar10', direction='b2a', epoch_count=1, input_nc=3, lamb=10, lr=0.0002, lr_decay_iters=50, lr_policy='lambda', ndf=8, ngf=8, niter=100, niter_decay=100, output_nc=3, result_path='../results/', seed=123, test_batch_size=1, threads=4)
===> Loading datasets
===> Building models
initialize network with normal
Load existing models
===> Epoch[6](135/390): Loss_G: 0.1216
===> Epoch[6](136/390): Loss_G: 0.0929
===> Epoch[6](137/390): Loss_G: 0.1046
===> Epoch[6](138/390): Loss_G: 0.0985
===> Epoch[6](139/390): Loss_G: 0.0901
===> Epoch[6](140/390): Loss_G: 0.0662
===> Epoch[6](141/390): Loss_G: 0.0969
===> Epoch[6](142/390): Loss_G: 0.0981
===> Epoch[6](143/390): Loss_G: 0.0805
===> Epoch[6](144/390): Loss_G: 0.0989
===> Epoch[6](145/390): Loss_G: 0.0817
===> Epoch[6](146/390): Loss_G: 0.0813
===> Epoch[6](147/390): Loss_G: 0.0698
===> Epoch[6](148/390): Loss_G: 0.0844
===> Epoch[6](149/390): Loss_G: 0.0779
===> Epoch[6](150/390): Loss_G: 0.0985
===> Epoch[6](151/390): Loss_G: 0.0802
===> Epoch[6](152/390): Loss_G: 0.0902
===> Epoch[6](153/390): Loss_G: 0.0944
===> Epoch[6](154/390): Loss_G: 0.0947
===> Epoch[6](155/390): Loss_G: 0.0770
===> Epoch[6](156/390): Loss_G: 0.0984
===> Epoch[6](157/390): Loss_G: 0.0825
===> Epoch[6](158/390): Loss_G: 0.0878
===> Epoch[6](159/390): Loss_G: 0.0997
===> Epoch[6](160/390): Loss_G: 0.0877
===> Epoch[6](161/390): Loss_G: 0.1023
===> Epoch[6](162/390): Loss_G: 0.0897
===> Epoch[6](163/390): Loss_G: 0.0835
===> Epoch[6](164/390): Loss_G: 0.0875
===> Epoch[6](165/390): Loss_G: 0.0784
===> Epoch[6](166/390): Loss_G: 0.0783
===> Epoch[6](167/390): Loss_G: 0.0989
===> Epoch[6](168/390): Loss_G: 0.0972
===> Epoch[6](169/390): Loss_G: 0.0723
===> Epoch[6](170/390): Loss_G: 0.0881
===> Epoch[6](171/390): Loss_G: 0.0873
===> Epoch[6](172/390): Loss_G: 0.0674
===> Epoch[6](173/390): Loss_G: 0.1069
===> Epoch[6](174/390): Loss_G: 0.0772
===> Epoch[6](175/390): Loss_G: 0.0788
===> Epoch[6](176/390): Loss_G: 0.0990
===> Epoch[6](177/390): Loss_G: 0.0969
===> Epoch[6](178/390): Loss_G: 0.0884
===> Epoch[6](179/390): Loss_G: 0.0799
===> Epoch[6](180/390): Loss_G: 0.1040
===> Epoch[6](181/390): Loss_G: 0.0795
===> Epoch[6](182/390): Loss_G: 0.1051
===> Epoch[6](183/390): Loss_G: 0.0875
===> Epoch[6](184/390): Loss_G: 0.0821
===> Epoch[6](185/390): Loss_G: 0.0879
===> Epoch[6](186/390): Loss_G: 0.0772
===> Epoch[6](187/390): Loss_G: 0.0860
===> Epoch[6](188/390): Loss_G: 0.0878
===> Epoch[6](189/390): Loss_G: 0.0803
===> Epoch[6](190/390): Loss_G: 0.1074
===> Epoch[6](191/390): Loss_G: 0.1062
===> Epoch[6](192/390): Loss_G: 0.1074
===> Epoch[6](193/390): Loss_G: 0.0815
===> Epoch[6](194/390): Loss_G: 0.0898
===> Epoch[6](195/390): Loss_G: 0.0939
===> Epoch[6](196/390): Loss_G: 0.0842
===> Epoch[6](197/390): Loss_G: 0.0913
===> Epoch[6](198/390): Loss_G: 0.0799
===> Epoch[6](199/390): Loss_G: 0.0908
===> Epoch[6](200/390): Loss_G: 0.0956
===> Epoch[6](201/390): Loss_G: 0.0774
===> Epoch[6](202/390): Loss_G: 0.0771
===> Epoch[6](203/390): Loss_G: 0.0717
===> Epoch[6](204/390): Loss_G: 0.1066
===> Epoch[6](205/390): Loss_G: 0.0747
===> Epoch[6](206/390): Loss_G: 0.0888
===> Epoch[6](207/390): Loss_G: 0.0841
===> Epoch[6](208/390): Loss_G: 0.0990
===> Epoch[6](209/390): Loss_G: 0.0767
===> Epoch[6](210/390): Loss_G: 0.0796
===> Epoch[6](211/390): Loss_G: 0.0748
===> Epoch[6](212/390): Loss_G: 0.1139
===> Epoch[6](213/390): Loss_G: 0.0861
===> Epoch[6](214/390): Loss_G: 0.0737
===> Epoch[6](215/390): Loss_G: 0.0994
===> Epoch[6](216/390): Loss_G: 0.0960
===> Epoch[6](217/390): Loss_G: 0.0783
===> Epoch[6](218/390): Loss_G: 0.0984
===> Epoch[6](219/390): Loss_G: 0.0801
===> Epoch[6](220/390): Loss_G: 0.0803
===> Epoch[6](221/390): Loss_G: 0.1187
===> Epoch[6](222/390): Loss_G: 0.1341
===> Epoch[6](223/390): Loss_G: 0.0967
===> Epoch[6](224/390): Loss_G: 0.0974
===> Epoch[6](225/390): Loss_G: 0.0926
===> Epoch[6](226/390): Loss_G: 0.0970
===> Epoch[6](227/390): Loss_G: 0.0771
===> Epoch[6](228/390): Loss_G: 0.0875
===> Epoch[6](229/390): Loss_G: 0.0849
===> Epoch[6](230/390): Loss_G: 0.0884
===> Epoch[6](231/390): Loss_G: 0.0693
===> Epoch[6](232/390): Loss_G: 0.0946
===> Epoch[6](233/390): Loss_G: 0.0656
===> Epoch[6](234/390): Loss_G: 0.1241
===> Epoch[6](235/390): Loss_G: 0.0773
===> Epoch[6](236/390): Loss_G: 0.0885
===> Epoch[6](237/390): Loss_G: 0.0970
===> Epoch[6](238/390): Loss_G: 0.1068
===> Epoch[6](239/390): Loss_G: 0.0861
===> Epoch[6](240/390): Loss_G: 0.0884
===> Epoch[6](241/390): Loss_G: 0.0983
===> Epoch[6](242/390): Loss_G: 0.0852
===> Epoch[6](243/390): Loss_G: 0.0688
===> Epoch[6](244/390): Loss_G: 0.1004
===> Epoch[6](245/390): Loss_G: 0.0637
===> Epoch[6](246/390): Loss_G: 0.0852
===> Epoch[6](247/390): Loss_G: 0.1264
===> Epoch[6](248/390): Loss_G: 0.0739
===> Epoch[6](249/390): Loss_G: 0.0881
===> Epoch[6](250/390): Loss_G: 0.0913
===> Epoch[6](251/390): Loss_G: 0.0946
===> Epoch[6](252/390): Loss_G: 0.0966
===> Epoch[6](253/390): Loss_G: 0.0897
===> Epoch[6](254/390): Loss_G: 0.0974
===> Epoch[6](255/390): Loss_G: 0.0821
===> Epoch[6](256/390): Loss_G: 0.0844
===> Epoch[6](257/390): Loss_G: 0.0831
===> Epoch[6](258/390): Loss_G: 0.0857
===> Epoch[6](259/390): Loss_G: 0.0786
===> Epoch[6](260/390): Loss_G: 0.0904
===> Epoch[6](261/390): Loss_G: 0.0979
===> Epoch[6](262/390): Loss_G: 0.0899
===> Epoch[6](263/390): Loss_G: 0.0908
===> Epoch[6](264/390): Loss_G: 0.0785
===> Epoch[6](265/390): Loss_G: 0.0880
===> Epoch[6](266/390): Loss_G: 0.0887
===> Epoch[6](267/390): Loss_G: 0.0888
===> Epoch[6](268/390): Loss_G: 0.0717
===> Epoch[6](269/390): Loss_G: 0.0605
===> Epoch[6](270/390): Loss_G: 0.1011
===> Epoch[6](271/390): Loss_G: 0.0866
===> Epoch[6](272/390): Loss_G: 0.1039
===> Epoch[6](273/390): Loss_G: 0.0726
===> Epoch[6](274/390): Loss_G: 0.0931
===> Epoch[6](275/390): Loss_G: 0.1197
===> Epoch[6](276/390): Loss_G: 0.0922
===> Epoch[6](277/390): Loss_G: 0.0796
===> Epoch[6](278/390): Loss_G: 0.0844
===> Epoch[6](279/390): Loss_G: 0.0842
===> Epoch[6](280/390): Loss_G: 0.0936
===> Epoch[6](281/390): Loss_G: 0.0887
===> Epoch[6](282/390): Loss_G: 0.0588
===> Epoch[6](283/390): Loss_G: 0.0737
===> Epoch[6](284/390): Loss_G: 0.0691
===> Epoch[6](285/390): Loss_G: 0.0963
===> Epoch[6](286/390): Loss_G: 0.0808
===> Epoch[6](287/390): Loss_G: 0.0964
===> Epoch[6](288/390): Loss_G: 0.0881
===> Epoch[6](289/390): Loss_G: 0.0917
===> Epoch[6](290/390): Loss_G: 0.0986
===> Epoch[6](291/390): Loss_G: 0.0935
===> Epoch[6](292/390): Loss_G: 0.0897
===> Epoch[6](293/390): Loss_G: 0.0745
===> Epoch[6](294/390): Loss_G: 0.0829
===> Epoch[6](295/390): Loss_G: 0.0743
===> Epoch[6](296/390): Loss_G: 0.0827
===> Epoch[6](297/390): Loss_G: 0.0842
===> Epoch[6](298/390): Loss_G: 0.0853
===> Epoch[6](299/390): Loss_G: 0.0739
===> Epoch[6](300/390): Loss_G: 0.0666
===> Epoch[6](301/390): Loss_G: 0.0844
===> Epoch[6](302/390): Loss_G: 0.0843
===> Epoch[6](303/390): Loss_G: 0.0904
===> Epoch[6](304/390): Loss_G: 0.1128
===> Epoch[6](305/390): Loss_G: 0.0966
===> Epoch[6](306/390): Loss_G: 0.0924
===> Epoch[6](307/390): Loss_G: 0.0738
===> Epoch[6](308/390): Loss_G: 0.0732
===> Epoch[6](309/390): Loss_G: 0.0860
===> Epoch[6](310/390): Loss_G: 0.0986
===> Epoch[6](311/390): Loss_G: 0.0649
===> Epoch[6](312/390): Loss_G: 0.0903
===> Epoch[6](313/390): Loss_G: 0.0914
===> Epoch[6](314/390): Loss_G: 0.0751
===> Epoch[6](315/390): Loss_G: 0.0895
===> Epoch[6](316/390): Loss_G: 0.1261
===> Epoch[6](317/390): Loss_G: 0.1045
===> Epoch[6](318/390): Loss_G: 0.0759
===> Epoch[6](319/390): Loss_G: 0.1023
===> Epoch[6](320/390): Loss_G: 0.1037
===> Epoch[6](321/390): Loss_G: 0.0959
===> Epoch[6](322/390): Loss_G: 0.0788
===> Epoch[6](323/390): Loss_G: 0.0831
===> Epoch[6](324/390): Loss_G: 0.0832
===> Epoch[6](325/390): Loss_G: 0.0881
===> Epoch[6](326/390): Loss_G: 0.0833
===> Epoch[6](327/390): Loss_G: 0.1139
===> Epoch[6](328/390): Loss_G: 0.0734
===> Epoch[6](329/390): Loss_G: 0.1231
===> Epoch[6](330/390): Loss_G: 0.0810
===> Epoch[6](331/390): Loss_G: 0.0934
===> Epoch[6](332/390): Loss_G: 0.0831
===> Epoch[6](333/390): Loss_G: 0.0880
===> Epoch[6](334/390): Loss_G: 0.0921
===> Epoch[6](335/390): Loss_G: 0.1026
===> Epoch[6](336/390): Loss_G: 0.0942
===> Epoch[6](337/390): Loss_G: 0.1392
===> Epoch[6](338/390): Loss_G: 0.0899
===> Epoch[6](339/390): Loss_G: 0.0856
===> Epoch[6](340/390): Loss_G: 0.1096
===> Epoch[6](341/390): Loss_G: 0.1069
===> Epoch[6](342/390): Loss_G: 0.0968
===> Epoch[6](343/390): Loss_G: 0.0877
===> Epoch[6](344/390): Loss_G: 0.0964
===> Epoch[6](345/390): Loss_G: 0.0733
===> Epoch[6](346/390): Loss_G: 0.0976
===> Epoch[6](347/390): Loss_G: 0.1020
===> Epoch[6](348/390): Loss_G: 0.0952
===> Epoch[6](349/390): Loss_G: 0.0884
===> Epoch[6](350/390): Loss_G: 0.0802
===> Epoch[6](351/390): Loss_G: 0.0893
===> Epoch[6](352/390): Loss_G: 0.0739
===> Epoch[6](353/390): Loss_G: 0.0940
===> Epoch[6](354/390): Loss_G: 0.1255
===> Epoch[6](355/390): Loss_G: 0.0686
===> Epoch[6](356/390): Loss_G: 0.0624
===> Epoch[6](357/390): Loss_G: 0.0688
===> Epoch[6](358/390): Loss_G: 0.0881
===> Epoch[6](359/390): Loss_G: 0.0897
===> Epoch[6](360/390): Loss_G: 0.0899
===> Epoch[6](361/390): Loss_G: 0.0953
===> Epoch[6](362/390): Loss_G: 0.0998
===> Epoch[6](363/390): Loss_G: 0.0722
===> Epoch[6](364/390): Loss_G: 0.0928
===> Epoch[6](365/390): Loss_G: 0.0959
===> Epoch[6](366/390): Loss_G: 0.0997
===> Epoch[6](367/390): Loss_G: 0.0972
===> Epoch[6](368/390): Loss_G: 0.0952
===> Epoch[6](369/390): Loss_G: 0.0961
===> Epoch[6](370/390): Loss_G: 0.0777
===> Epoch[6](371/390): Loss_G: 0.0820
===> Epoch[6](372/390): Loss_G: 0.1046
===> Epoch[6](373/390): Loss_G: 0.0855
===> Epoch[6](374/390): Loss_G: 0.0789
===> Epoch[6](375/390): Loss_G: 0.1000
===> Epoch[6](376/390): Loss_G: 0.0999
===> Epoch[6](377/390): Loss_G: 0.0897
===> Epoch[6](378/390): Loss_G: 0.0734
===> Epoch[6](379/390): Loss_G: 0.0898
===> Epoch[6](380/390): Loss_G: 0.0882
===> Epoch[6](381/390): Loss_G: 0.0706
===> Epoch[6](382/390): Loss_G: 0.0855
===> Epoch[6](383/390): Loss_G: 0.0750
===> Epoch[6](384/390): Loss_G: 0.0744
===> Epoch[6](385/390): Loss_G: 0.0894
===> Epoch[6](386/390): Loss_G: 0.0655
===> Epoch[6](387/390): Loss_G: 0.0878
===> Epoch[6](388/390): Loss_G: 0.1074
===> Epoch[6](389/390): Loss_G: 0.0875
===> Epoch[6](390/390): Loss_G: 0.0926
learning rate = 0.0002000
Checkpoint saved to checkpointcifar10
===> Epoch[7](1/390): Loss_G: 0.1018
===> Epoch[7](2/390): Loss_G: 0.0798
===> Epoch[7](3/390): Loss_G: 0.1312
===> Epoch[7](4/390): Loss_G: 0.0948
===> Epoch[7](5/390): Loss_G: 0.0912
===> Epoch[7](6/390): Loss_G: 0.0795
===> Epoch[7](7/390): Loss_G: 0.0739
===> Epoch[7](8/390): Loss_G: 0.0998
===> Epoch[7](9/390): Loss_G: 0.0824
===> Epoch[7](10/390): Loss_G: 0.0912
===> Epoch[7](11/390): Loss_G: 0.0920
===> Epoch[7](12/390): Loss_G: 0.0825
===> Epoch[7](13/390): Loss_G: 0.0774
===> Epoch[7](14/390): Loss_G: 0.0963
===> Epoch[7](15/390): Loss_G: 0.0902
===> Epoch[7](16/390): Loss_G: 0.1069
===> Epoch[7](17/390): Loss_G: 0.0899
===> Epoch[7](18/390): Loss_G: 0.0917
===> Epoch[7](19/390): Loss_G: 0.0815
===> Epoch[7](20/390): Loss_G: 0.0796
===> Epoch[7](21/390): Loss_G: 0.0975
===> Epoch[7](22/390): Loss_G: 0.0799
===> Epoch[7](23/390): Loss_G: 0.0955
===> Epoch[7](24/390): Loss_G: 0.0854
===> Epoch[7](25/390): Loss_G: 0.0932
===> Epoch[7](26/390): Loss_G: 0.1050
===> Epoch[7](27/390): Loss_G: 0.0926
===> Epoch[7](28/390): Loss_G: 0.0942
===> Epoch[7](29/390): Loss_G: 0.0871
===> Epoch[7](30/390): Loss_G: 0.0929
===> Epoch[7](31/390): Loss_G: 0.0903
===> Epoch[7](32/390): Loss_G: 0.0883
===> Epoch[7](33/390): Loss_G: 0.0828
===> Epoch[7](34/390): Loss_G: 0.0920
===> Epoch[7](35/390): Loss_G: 0.0801
===> Epoch[7](36/390): Loss_G: 0.1059
===> Epoch[7](37/390): Loss_G: 0.0739
===> Epoch[7](38/390): Loss_G: 0.1026
===> Epoch[7](39/390): Loss_G: 0.1156
===> Epoch[7](40/390): Loss_G: 0.1242
===> Epoch[7](41/390): Loss_G: 0.1326
===> Epoch[7](42/390): Loss_G: 0.0920
===> Epoch[7](43/390): Loss_G: 0.0913
===> Epoch[7](44/390): Loss_G: 0.1053
===> Epoch[7](45/390): Loss_G: 0.0923
===> Epoch[7](46/390): Loss_G: 0.1052
===> Epoch[7](47/390): Loss_G: 0.1011
===> Epoch[7](48/390): Loss_G: 0.0889
===> Epoch[7](49/390): Loss_G: 0.0736
===> Epoch[7](50/390): Loss_G: 0.0988
===> Epoch[7](51/390): Loss_G: 0.0924
===> Epoch[7](52/390): Loss_G: 0.0962
===> Epoch[7](53/390): Loss_G: 0.0961
===> Epoch[7](54/390): Loss_G: 0.0787
===> Epoch[7](55/390): Loss_G: 0.0856
===> Epoch[7](56/390): Loss_G: 0.0968
===> Epoch[7](57/390): Loss_G: 0.0813
===> Epoch[7](58/390): Loss_G: 0.0901
===> Epoch[7](59/390): Loss_G: 0.0939
===> Epoch[7](60/390): Loss_G: 0.0968
===> Epoch[7](61/390): Loss_G: 0.0802
===> Epoch[7](62/390): Loss_G: 0.0959
===> Epoch[7](63/390): Loss_G: 0.1036
===> Epoch[7](64/390): Loss_G: 0.0875
===> Epoch[7](65/390): Loss_G: 0.1016
===> Epoch[7](66/390): Loss_G: 0.0661
===> Epoch[7](67/390): Loss_G: 0.0934
===> Epoch[7](68/390): Loss_G: 0.0789
===> Epoch[7](69/390): Loss_G: 0.0857
===> Epoch[7](70/390): Loss_G: 0.0837
===> Epoch[7](71/390): Loss_G: 0.0888
===> Epoch[7](72/390): Loss_G: 0.1048
===> Epoch[7](73/390): Loss_G: 0.0916
===> Epoch[7](74/390): Loss_G: 0.0834
===> Epoch[7](75/390): Loss_G: 0.1093
===> Epoch[7](76/390): Loss_G: 0.0675
===> Epoch[7](77/390): Loss_G: 0.0979
===> Epoch[7](78/390): Loss_G: 0.0755
===> Epoch[7](79/390): Loss_G: 0.0944
===> Epoch[7](80/390): Loss_G: 0.0814
===> Epoch[7](81/390): Loss_G: 0.1053
===> Epoch[7](82/390): Loss_G: 0.1043
===> Epoch[7](83/390): Loss_G: 0.1033
===> Epoch[7](84/390): Loss_G: 0.0827
===> Epoch[7](85/390): Loss_G: 0.0898
===> Epoch[7](86/390): Loss_G: 0.1086
===> Epoch[7](87/390): Loss_G: 0.1046
===> Epoch[7](88/390): Loss_G: 0.0826
===> Epoch[7](89/390): Loss_G: 0.0844
===> Epoch[7](90/390): Loss_G: 0.0827
===> Epoch[7](91/390): Loss_G: 0.0965
===> Epoch[7](92/390): Loss_G: 0.0564
===> Epoch[7](93/390): Loss_G: 0.1007
===> Epoch[7](94/390): Loss_G: 0.0931
===> Epoch[7](95/390): Loss_G: 0.0736
===> Epoch[7](96/390): Loss_G: 0.0831
===> Epoch[7](97/390): Loss_G: 0.1045
===> Epoch[7](98/390): Loss_G: 0.0980
===> Epoch[7](99/390): Loss_G: 0.0798
===> Epoch[7](100/390): Loss_G: 0.0951
===> Epoch[7](101/390): Loss_G: 0.0913
===> Epoch[7](102/390): Loss_G: 0.0833
===> Epoch[7](103/390): Loss_G: 0.0855
===> Epoch[7](104/390): Loss_G: 0.0900
===> Epoch[7](105/390): Loss_G: 0.0727
===> Epoch[7](106/390): Loss_G: 0.0663
===> Epoch[7](107/390): Loss_G: 0.0794
===> Epoch[7](108/390): Loss_G: 0.0987
===> Epoch[7](109/390): Loss_G: 0.0919
===> Epoch[7](110/390): Loss_G: 0.0818
===> Epoch[7](111/390): Loss_G: 0.0879
===> Epoch[7](112/390): Loss_G: 0.0832
===> Epoch[7](113/390): Loss_G: 0.1059
===> Epoch[7](114/390): Loss_G: 0.0856
===> Epoch[7](115/390): Loss_G: 0.0860
===> Epoch[7](116/390): Loss_G: 0.0950
===> Epoch[7](117/390): Loss_G: 0.0756
===> Epoch[7](118/390): Loss_G: 0.1000
===> Epoch[7](119/390): Loss_G: 0.0918
===> Epoch[7](120/390): Loss_G: 0.0780
===> Epoch[7](121/390): Loss_G: 0.0800
===> Epoch[7](122/390): Loss_G: 0.0856
===> Epoch[7](123/390): Loss_G: 0.0965
===> Epoch[7](124/390): Loss_G: 0.0886
===> Epoch[7](125/390): Loss_G: 0.0684
===> Epoch[7](126/390): Loss_G: 0.0783
===> Epoch[7](127/390): Loss_G: 0.1575
===> Epoch[7](128/390): Loss_G: 0.0857
===> Epoch[7](129/390): Loss_G: 0.0954
===> Epoch[7](130/390): Loss_G: 0.0763
===> Epoch[7](131/390): Loss_G: 0.0766
===> Epoch[7](132/390): Loss_G: 0.0722
===> Epoch[7](133/390): Loss_G: 0.0790
===> Epoch[7](134/390): Loss_G: 0.0926
===> Epoch[7](135/390): Loss_G: 0.0901
===> Epoch[7](136/390): Loss_G: 0.0871
===> Epoch[7](137/390): Loss_G: 0.0966
===> Epoch[7](138/390): Loss_G: 0.0731
===> Epoch[7](139/390): Loss_G: 0.0921
===> Epoch[7](140/390): Loss_G: 0.0999
===> Epoch[7](141/390): Loss_G: 0.0688
===> Epoch[7](142/390): Loss_G: 0.0835
===> Epoch[7](143/390): Loss_G: 0.0801
===> Epoch[7](144/390): Loss_G: 0.1502
===> Epoch[7](145/390): Loss_G: 0.0927
===> Epoch[7](146/390): Loss_G: 0.0938
===> Epoch[7](147/390): Loss_G: 0.0959
===> Epoch[7](148/390): Loss_G: 0.0827
===> Epoch[7](149/390): Loss_G: 0.0984
===> Epoch[7](150/390): Loss_G: 0.0793
===> Epoch[7](151/390): Loss_G: 0.0788
===> Epoch[7](152/390): Loss_G: 0.0708
===> Epoch[7](153/390): Loss_G: 0.0878
===> Epoch[7](154/390): Loss_G: 0.0801
===> Epoch[7](155/390): Loss_G: 0.0977
===> Epoch[7](156/390): Loss_G: 0.0813
===> Epoch[7](157/390): Loss_G: 0.0707
===> Epoch[7](158/390): Loss_G: 0.0951
===> Epoch[7](159/390): Loss_G: 0.0922
===> Epoch[7](160/390): Loss_G: 0.0871
===> Epoch[7](161/390): Loss_G: 0.0876
===> Epoch[7](162/390): Loss_G: 0.1226
===> Epoch[7](163/390): Loss_G: 0.1051
===> Epoch[7](164/390): Loss_G: 0.1111
===> Epoch[7](165/390): Loss_G: 0.0942
===> Epoch[7](166/390): Loss_G: 0.0773
===> Epoch[7](167/390): Loss_G: 0.0641
===> Epoch[7](168/390): Loss_G: 0.1276
===> Epoch[7](169/390): Loss_G: 0.0957
===> Epoch[7](170/390): Loss_G: 0.0935
===> Epoch[7](171/390): Loss_G: 0.0990
===> Epoch[7](172/390): Loss_G: 0.0942
===> Epoch[7](173/390): Loss_G: 0.0991
===> Epoch[7](174/390): Loss_G: 0.0819
===> Epoch[7](175/390): Loss_G: 0.0733
===> Epoch[7](176/390): Loss_G: 0.1102
===> Epoch[7](177/390): Loss_G: 0.0778
===> Epoch[7](178/390): Loss_G: 0.0902
===> Epoch[7](179/390): Loss_G: 0.1041
===> Epoch[7](180/390): Loss_G: 0.0769
===> Epoch[7](181/390): Loss_G: 0.0863
===> Epoch[7](182/390): Loss_G: 0.0876
===> Epoch[7](183/390): Loss_G: 0.0875
===> Epoch[7](184/390): Loss_G: 0.1167
===> Epoch[7](185/390): Loss_G: 0.1061
===> Epoch[7](186/390): Loss_G: 0.0910
===> Epoch[7](187/390): Loss_G: 0.0889
===> Epoch[7](188/390): Loss_G: 0.0892
===> Epoch[7](189/390): Loss_G: 0.0823
===> Epoch[7](190/390): Loss_G: 0.0810
===> Epoch[7](191/390): Loss_G: 0.1179
===> Epoch[7](192/390): Loss_G: 0.0695
===> Epoch[7](193/390): Loss_G: 0.0815
===> Epoch[7](194/390): Loss_G: 0.1015
===> Epoch[7](195/390): Loss_G: 0.0925
===> Epoch[7](196/390): Loss_G: 0.0777
===> Epoch[7](197/390): Loss_G: 0.0766
===> Epoch[7](198/390): Loss_G: 0.0845
===> Epoch[7](199/390): Loss_G: 0.1031
===> Epoch[7](200/390): Loss_G: 0.0955
===> Epoch[7](201/390): Loss_G: 0.0934
===> Epoch[7](202/390): Loss_G: 0.0936
===> Epoch[7](203/390): Loss_G: 0.0860
===> Epoch[7](204/390): Loss_G: 0.1168
===> Epoch[7](205/390): Loss_G: 0.0793
===> Epoch[7](206/390): Loss_G: 0.0918
===> Epoch[7](207/390): Loss_G: 0.0743
===> Epoch[7](208/390): Loss_G: 0.0713
===> Epoch[7](209/390): Loss_G: 0.0761
===> Epoch[7](210/390): Loss_G: 0.0947
===> Epoch[7](211/390): Loss_G: 0.0760
===> Epoch[7](212/390): Loss_G: 0.0741
===> Epoch[7](213/390): Loss_G: 0.0892
===> Epoch[7](214/390): Loss_G: 0.0713
===> Epoch[7](215/390): Loss_G: 0.1215
===> Epoch[7](216/390): Loss_G: 0.0735
===> Epoch[7](217/390): Loss_G: 0.0995
===> Epoch[7](218/390): Loss_G: 0.0838
===> Epoch[7](219/390): Loss_G: 0.0793
===> Epoch[7](220/390): Loss_G: 0.0852
===> Epoch[7](221/390): Loss_G: 0.0743
===> Epoch[7](222/390): Loss_G: 0.1080
===> Epoch[7](223/390): Loss_G: 0.0849
===> Epoch[7](224/390): Loss_G: 0.0800
===> Epoch[7](225/390): Loss_G: 0.0749
===> Epoch[7](226/390): Loss_G: 0.0868
===> Epoch[7](227/390): Loss_G: 0.0936
===> Epoch[7](228/390): Loss_G: 0.0877
===> Epoch[7](229/390): Loss_G: 0.0867
===> Epoch[7](230/390): Loss_G: 0.0900
===> Epoch[7](231/390): Loss_G: 0.0824
===> Epoch[7](232/390): Loss_G: 0.0902
===> Epoch[7](233/390): Loss_G: 0.0955
===> Epoch[7](234/390): Loss_G: 0.0992
===> Epoch[7](235/390): Loss_G: 0.0830
===> Epoch[7](236/390): Loss_G: 0.0788
===> Epoch[7](237/390): Loss_G: 0.1081
===> Epoch[7](238/390): Loss_G: 0.0669
===> Epoch[7](239/390): Loss_G: 0.1142
===> Epoch[7](240/390): Loss_G: 0.0847
===> Epoch[7](241/390): Loss_G: 0.0848
===> Epoch[7](242/390): Loss_G: 0.0780
===> Epoch[7](243/390): Loss_G: 0.0756
===> Epoch[7](244/390): Loss_G: 0.0844
===> Epoch[7](245/390): Loss_G: 0.0688
===> Epoch[7](246/390): Loss_G: 0.1131
===> Epoch[7](247/390): Loss_G: 0.0742
===> Epoch[7](248/390): Loss_G: 0.0804
===> Epoch[7](249/390): Loss_G: 0.0744
===> Epoch[7](250/390): Loss_G: 0.1152
===> Epoch[7](251/390): Loss_G: 0.1121
===> Epoch[7](252/390): Loss_G: 0.0775
===> Epoch[7](253/390): Loss_G: 0.0868
===> Epoch[7](254/390): Loss_G: 0.0867
===> Epoch[7](255/390): Loss_G: 0.1126
===> Epoch[7](256/390): Loss_G: 0.0874
===> Epoch[7](257/390): Loss_G: 0.0951
===> Epoch[7](258/390): Loss_G: 0.0952
===> Epoch[7](259/390): Loss_G: 0.0750
===> Epoch[7](260/390): Loss_G: 0.0913
===> Epoch[7](261/390): Loss_G: 0.0789
===> Epoch[7](262/390): Loss_G: 0.0930
===> Epoch[7](263/390): Loss_G: 0.0789
===> Epoch[7](264/390): Loss_G: 0.0865
===> Epoch[7](265/390): Loss_G: 0.0663
===> Epoch[7](266/390): Loss_G: 0.0982
===> Epoch[7](267/390): Loss_G: 0.0971
===> Epoch[7](268/390): Loss_G: 0.0900
===> Epoch[7](269/390): Loss_G: 0.0853
===> Epoch[7](270/390): Loss_G: 0.0868
===> Epoch[7](271/390): Loss_G: 0.0717
===> Epoch[7](272/390): Loss_G: 0.0806
===> Epoch[7](273/390): Loss_G: 0.1088
===> Epoch[7](274/390): Loss_G: 0.1158
===> Epoch[7](275/390): Loss_G: 0.0843
===> Epoch[7](276/390): Loss_G: 0.0984
===> Epoch[7](277/390): Loss_G: 0.1059
===> Epoch[7](278/390): Loss_G: 0.1180
===> Epoch[7](279/390): Loss_G: 0.0919
===> Epoch[7](280/390): Loss_G: 0.1086
===> Epoch[7](281/390): Loss_G: 0.0720
===> Epoch[7](282/390): Loss_G: 0.0744
===> Epoch[7](283/390): Loss_G: 0.0794
===> Epoch[7](284/390): Loss_G: 0.1148
===> Epoch[7](285/390): Loss_G: 0.0718
===> Epoch[7](286/390): Loss_G: 0.0945
===> Epoch[7](287/390): Loss_G: 0.0842
===> Epoch[7](288/390): Loss_G: 0.0829
===> Epoch[7](289/390): Loss_G: 0.0848
===> Epoch[7](290/390): Loss_G: 0.0943
===> Epoch[7](291/390): Loss_G: 0.0889
===> Epoch[7](292/390): Loss_G: 0.0974
===> Epoch[7](293/390): Loss_G: 0.0843
===> Epoch[7](294/390): Loss_G: 0.0789
===> Epoch[7](295/390): Loss_G: 0.0675
