Namespace(batch_size=64, beta1=0.5, cuda=False, data_path='../data/', dataset='cifar10', direction='b2a', epoch_count=1, input_nc=3, lamb=10, lr=0.0002, lr_decay_iters=50, lr_policy='lambda', ndf=8, ngf=8, niter=100, niter_decay=100, output_nc=3, result_path='../results/', seed=123, test_batch_size=1, threads=4)
===> Loading datasets
===> Building models
initialize network with normal
Load existing models
===> Epoch[35](252/390): Loss_G: 0.0752
===> Epoch[35](253/390): Loss_G: 0.0791
===> Epoch[35](254/390): Loss_G: 0.0906
===> Epoch[35](255/390): Loss_G: 0.1046
===> Epoch[35](256/390): Loss_G: 0.0780
===> Epoch[35](257/390): Loss_G: 0.0896
===> Epoch[35](258/390): Loss_G: 0.0751
===> Epoch[35](259/390): Loss_G: 0.0951
===> Epoch[35](260/390): Loss_G: 0.1159
===> Epoch[35](261/390): Loss_G: 0.0858
===> Epoch[35](262/390): Loss_G: 0.0746
===> Epoch[35](263/390): Loss_G: 0.1017
===> Epoch[35](264/390): Loss_G: 0.0810
===> Epoch[35](265/390): Loss_G: 0.0743
===> Epoch[35](266/390): Loss_G: 0.0773
===> Epoch[35](267/390): Loss_G: 0.0736
===> Epoch[35](268/390): Loss_G: 0.0781
===> Epoch[35](269/390): Loss_G: 0.0788
===> Epoch[35](270/390): Loss_G: 0.1169
===> Epoch[35](271/390): Loss_G: 0.0778
===> Epoch[35](272/390): Loss_G: 0.0888
===> Epoch[35](273/390): Loss_G: 0.0979
===> Epoch[35](274/390): Loss_G: 0.0941
===> Epoch[35](275/390): Loss_G: 0.0829
===> Epoch[35](276/390): Loss_G: 0.0741
===> Epoch[35](277/390): Loss_G: 0.0735
===> Epoch[35](278/390): Loss_G: 0.0845
===> Epoch[35](279/390): Loss_G: 0.0973
===> Epoch[35](280/390): Loss_G: 0.0803
===> Epoch[35](281/390): Loss_G: 0.0803
===> Epoch[35](282/390): Loss_G: 0.0768
===> Epoch[35](283/390): Loss_G: 0.0751
===> Epoch[35](284/390): Loss_G: 0.0662
===> Epoch[35](285/390): Loss_G: 0.0798
===> Epoch[35](286/390): Loss_G: 0.0632
===> Epoch[35](287/390): Loss_G: 0.0956
===> Epoch[35](288/390): Loss_G: 0.0900
===> Epoch[35](289/390): Loss_G: 0.0771
===> Epoch[35](290/390): Loss_G: 0.0913
===> Epoch[35](291/390): Loss_G: 0.0692
===> Epoch[35](292/390): Loss_G: 0.1041
===> Epoch[35](293/390): Loss_G: 0.0852
===> Epoch[35](294/390): Loss_G: 0.1084
===> Epoch[35](295/390): Loss_G: 0.0612
===> Epoch[35](296/390): Loss_G: 0.0786
===> Epoch[35](297/390): Loss_G: 0.0920
===> Epoch[35](298/390): Loss_G: 0.0766
===> Epoch[35](299/390): Loss_G: 0.0855
===> Epoch[35](300/390): Loss_G: 0.0736
===> Epoch[35](301/390): Loss_G: 0.0858
===> Epoch[35](302/390): Loss_G: 0.0657
===> Epoch[35](303/390): Loss_G: 0.0898
===> Epoch[35](304/390): Loss_G: 0.0787
===> Epoch[35](305/390): Loss_G: 0.0840
===> Epoch[35](306/390): Loss_G: 0.0801
===> Epoch[35](307/390): Loss_G: 0.0769
===> Epoch[35](308/390): Loss_G: 0.0952
===> Epoch[35](309/390): Loss_G: 0.0913
===> Epoch[35](310/390): Loss_G: 0.0931
===> Epoch[35](311/390): Loss_G: 0.0711
===> Epoch[35](312/390): Loss_G: 0.0756
===> Epoch[35](313/390): Loss_G: 0.0884
===> Epoch[35](314/390): Loss_G: 0.0822
===> Epoch[35](315/390): Loss_G: 0.0781
===> Epoch[35](316/390): Loss_G: 0.0938
===> Epoch[35](317/390): Loss_G: 0.0792
===> Epoch[35](318/390): Loss_G: 0.0786
===> Epoch[35](319/390): Loss_G: 0.0805
===> Epoch[35](320/390): Loss_G: 0.0749
===> Epoch[35](321/390): Loss_G: 0.0949
===> Epoch[35](322/390): Loss_G: 0.0803
===> Epoch[35](323/390): Loss_G: 0.0813
===> Epoch[35](324/390): Loss_G: 0.0789
===> Epoch[35](325/390): Loss_G: 0.0981
===> Epoch[35](326/390): Loss_G: 0.0701
===> Epoch[35](327/390): Loss_G: 0.1053
===> Epoch[35](328/390): Loss_G: 0.0863
===> Epoch[35](329/390): Loss_G: 0.0927
===> Epoch[35](330/390): Loss_G: 0.1167
===> Epoch[35](331/390): Loss_G: 0.0741
===> Epoch[35](332/390): Loss_G: 0.0856
===> Epoch[35](333/390): Loss_G: 0.0667
===> Epoch[35](334/390): Loss_G: 0.0984
===> Epoch[35](335/390): Loss_G: 0.0775
===> Epoch[35](336/390): Loss_G: 0.0682
===> Epoch[35](337/390): Loss_G: 0.0852
===> Epoch[35](338/390): Loss_G: 0.0681
===> Epoch[35](339/390): Loss_G: 0.0786
===> Epoch[35](340/390): Loss_G: 0.0809
===> Epoch[35](341/390): Loss_G: 0.1031
===> Epoch[35](342/390): Loss_G: 0.0607
===> Epoch[35](343/390): Loss_G: 0.0662
===> Epoch[35](344/390): Loss_G: 0.0736
===> Epoch[35](345/390): Loss_G: 0.0763
===> Epoch[35](346/390): Loss_G: 0.0816
===> Epoch[35](347/390): Loss_G: 0.0805
===> Epoch[35](348/390): Loss_G: 0.0807
===> Epoch[35](349/390): Loss_G: 0.0800
===> Epoch[35](350/390): Loss_G: 0.0706
===> Epoch[35](351/390): Loss_G: 0.0800
===> Epoch[35](352/390): Loss_G: 0.1069
===> Epoch[35](353/390): Loss_G: 0.0889
===> Epoch[35](354/390): Loss_G: 0.0951
===> Epoch[35](355/390): Loss_G: 0.0933
===> Epoch[35](356/390): Loss_G: 0.0648
===> Epoch[35](357/390): Loss_G: 0.0848
===> Epoch[35](358/390): Loss_G: 0.0811
===> Epoch[35](359/390): Loss_G: 0.0782
===> Epoch[35](360/390): Loss_G: 0.0912
===> Epoch[35](361/390): Loss_G: 0.0775
===> Epoch[35](362/390): Loss_G: 0.0810
===> Epoch[35](363/390): Loss_G: 0.0919
===> Epoch[35](364/390): Loss_G: 0.0911
===> Epoch[35](365/390): Loss_G: 0.0792
===> Epoch[35](366/390): Loss_G: 0.1018
===> Epoch[35](367/390): Loss_G: 0.0890
===> Epoch[35](368/390): Loss_G: 0.0957
===> Epoch[35](369/390): Loss_G: 0.0859
===> Epoch[35](370/390): Loss_G: 0.0773
===> Epoch[35](371/390): Loss_G: 0.1069
===> Epoch[35](372/390): Loss_G: 0.0903
===> Epoch[35](373/390): Loss_G: 0.1081
===> Epoch[35](374/390): Loss_G: 0.0774
===> Epoch[35](375/390): Loss_G: 0.1011
===> Epoch[35](376/390): Loss_G: 0.0803
===> Epoch[35](377/390): Loss_G: 0.0967
===> Epoch[35](378/390): Loss_G: 0.0870
===> Epoch[35](379/390): Loss_G: 0.1037
===> Epoch[35](380/390): Loss_G: 0.0914
===> Epoch[35](381/390): Loss_G: 0.0705
===> Epoch[35](382/390): Loss_G: 0.0932
===> Epoch[35](383/390): Loss_G: 0.0611
===> Epoch[35](384/390): Loss_G: 0.1028
===> Epoch[35](385/390): Loss_G: 0.0902
===> Epoch[35](386/390): Loss_G: 0.0833
===> Epoch[35](387/390): Loss_G: 0.0801
===> Epoch[35](388/390): Loss_G: 0.0831
===> Epoch[35](389/390): Loss_G: 0.0846
===> Epoch[35](390/390): Loss_G: 0.0957
learning rate = 0.0002000
Checkpoint saved to checkpointcifar10
===> Epoch[36](1/390): Loss_G: 0.0815
===> Epoch[36](2/390): Loss_G: 0.1035
===> Epoch[36](3/390): Loss_G: 0.0889
===> Epoch[36](4/390): Loss_G: 0.1044
===> Epoch[36](5/390): Loss_G: 0.0941
===> Epoch[36](6/390): Loss_G: 0.0794
===> Epoch[36](7/390): Loss_G: 0.0736
===> Epoch[36](8/390): Loss_G: 0.0883
===> Epoch[36](9/390): Loss_G: 0.0796
===> Epoch[36](10/390): Loss_G: 0.0967
===> Epoch[36](11/390): Loss_G: 0.0994
===> Epoch[36](12/390): Loss_G: 0.0772
===> Epoch[36](13/390): Loss_G: 0.0968
===> Epoch[36](14/390): Loss_G: 0.0855
===> Epoch[36](15/390): Loss_G: 0.0668
===> Epoch[36](16/390): Loss_G: 0.0945
===> Epoch[36](17/390): Loss_G: 0.1009
===> Epoch[36](18/390): Loss_G: 0.0884
===> Epoch[36](19/390): Loss_G: 0.0909
===> Epoch[36](20/390): Loss_G: 0.0707
===> Epoch[36](21/390): Loss_G: 0.0705
===> Epoch[36](22/390): Loss_G: 0.0689
===> Epoch[36](23/390): Loss_G: 0.0829
===> Epoch[36](24/390): Loss_G: 0.0797
===> Epoch[36](25/390): Loss_G: 0.0888
===> Epoch[36](26/390): Loss_G: 0.0869
===> Epoch[36](27/390): Loss_G: 0.0686
===> Epoch[36](28/390): Loss_G: 0.0995
===> Epoch[36](29/390): Loss_G: 0.0762
===> Epoch[36](30/390): Loss_G: 0.0958
===> Epoch[36](31/390): Loss_G: 0.0996
===> Epoch[36](32/390): Loss_G: 0.0721
===> Epoch[36](33/390): Loss_G: 0.0791
===> Epoch[36](34/390): Loss_G: 0.0735
===> Epoch[36](35/390): Loss_G: 0.0867
===> Epoch[36](36/390): Loss_G: 0.0782
===> Epoch[36](37/390): Loss_G: 0.0838
===> Epoch[36](38/390): Loss_G: 0.0721
===> Epoch[36](39/390): Loss_G: 0.0913
===> Epoch[36](40/390): Loss_G: 0.0877
===> Epoch[36](41/390): Loss_G: 0.0730
===> Epoch[36](42/390): Loss_G: 0.1022
===> Epoch[36](43/390): Loss_G: 0.0794
===> Epoch[36](44/390): Loss_G: 0.0835
===> Epoch[36](45/390): Loss_G: 0.0896
===> Epoch[36](46/390): Loss_G: 0.0707
===> Epoch[36](47/390): Loss_G: 0.0712
===> Epoch[36](48/390): Loss_G: 0.0638
===> Epoch[36](49/390): Loss_G: 0.0968
===> Epoch[36](50/390): Loss_G: 0.0730
===> Epoch[36](51/390): Loss_G: 0.0928
===> Epoch[36](52/390): Loss_G: 0.0882
===> Epoch[36](53/390): Loss_G: 0.0905
===> Epoch[36](54/390): Loss_G: 0.0704
===> Epoch[36](55/390): Loss_G: 0.0763
===> Epoch[36](56/390): Loss_G: 0.0747
===> Epoch[36](57/390): Loss_G: 0.0756
===> Epoch[36](58/390): Loss_G: 0.0846
===> Epoch[36](59/390): Loss_G: 0.0755
===> Epoch[36](60/390): Loss_G: 0.0960
===> Epoch[36](61/390): Loss_G: 0.0976
===> Epoch[36](62/390): Loss_G: 0.0821
===> Epoch[36](63/390): Loss_G: 0.0724
===> Epoch[36](64/390): Loss_G: 0.0713
===> Epoch[36](65/390): Loss_G: 0.0810
===> Epoch[36](66/390): Loss_G: 0.0729
===> Epoch[36](67/390): Loss_G: 0.0983
===> Epoch[36](68/390): Loss_G: 0.0946
===> Epoch[36](69/390): Loss_G: 0.0861
===> Epoch[36](70/390): Loss_G: 0.0821
===> Epoch[36](71/390): Loss_G: 0.0660
===> Epoch[36](72/390): Loss_G: 0.0829
===> Epoch[36](73/390): Loss_G: 0.0914
===> Epoch[36](74/390): Loss_G: 0.0742
===> Epoch[36](75/390): Loss_G: 0.0952
===> Epoch[36](76/390): Loss_G: 0.0894
===> Epoch[36](77/390): Loss_G: 0.0952
===> Epoch[36](78/390): Loss_G: 0.1149
===> Epoch[36](79/390): Loss_G: 0.0718
===> Epoch[36](80/390): Loss_G: 0.0866
===> Epoch[36](81/390): Loss_G: 0.0816
===> Epoch[36](82/390): Loss_G: 0.0997
===> Epoch[36](83/390): Loss_G: 0.0713
===> Epoch[36](84/390): Loss_G: 0.0931
===> Epoch[36](85/390): Loss_G: 0.0966
===> Epoch[36](86/390): Loss_G: 0.1183
===> Epoch[36](87/390): Loss_G: 0.0931
===> Epoch[36](88/390): Loss_G: 0.0822
===> Epoch[36](89/390): Loss_G: 0.0588
===> Epoch[36](90/390): Loss_G: 0.0907
===> Epoch[36](91/390): Loss_G: 0.0772
===> Epoch[36](92/390): Loss_G: 0.0888
===> Epoch[36](93/390): Loss_G: 0.0905
===> Epoch[36](94/390): Loss_G: 0.0715
===> Epoch[36](95/390): Loss_G: 0.1216
===> Epoch[36](96/390): Loss_G: 0.0771
===> Epoch[36](97/390): Loss_G: 0.0929
===> Epoch[36](98/390): Loss_G: 0.0812
===> Epoch[36](99/390): Loss_G: 0.0837
===> Epoch[36](100/390): Loss_G: 0.0781
===> Epoch[36](101/390): Loss_G: 0.0829
===> Epoch[36](102/390): Loss_G: 0.0669
===> Epoch[36](103/390): Loss_G: 0.0847
===> Epoch[36](104/390): Loss_G: 0.0935
===> Epoch[36](105/390): Loss_G: 0.0769
===> Epoch[36](106/390): Loss_G: 0.0959
===> Epoch[36](107/390): Loss_G: 0.0724
===> Epoch[36](108/390): Loss_G: 0.0856
===> Epoch[36](109/390): Loss_G: 0.0772
===> Epoch[36](110/390): Loss_G: 0.1008
===> Epoch[36](111/390): Loss_G: 0.0696
===> Epoch[36](112/390): Loss_G: 0.0883
===> Epoch[36](113/390): Loss_G: 0.1108
===> Epoch[36](114/390): Loss_G: 0.1071
===> Epoch[36](115/390): Loss_G: 0.0704
===> Epoch[36](116/390): Loss_G: 0.0685
===> Epoch[36](117/390): Loss_G: 0.0930
===> Epoch[36](118/390): Loss_G: 0.0822
===> Epoch[36](119/390): Loss_G: 0.0919
===> Epoch[36](120/390): Loss_G: 0.0889
===> Epoch[36](121/390): Loss_G: 0.0815
===> Epoch[36](122/390): Loss_G: 0.0647
===> Epoch[36](123/390): Loss_G: 0.0668
===> Epoch[36](124/390): Loss_G: 0.0817
===> Epoch[36](125/390): Loss_G: 0.0944
===> Epoch[36](126/390): Loss_G: 0.0825
===> Epoch[36](127/390): Loss_G: 0.0670
===> Epoch[36](128/390): Loss_G: 0.0898
===> Epoch[36](129/390): Loss_G: 0.0876
===> Epoch[36](130/390): Loss_G: 0.0692
===> Epoch[36](131/390): Loss_G: 0.0843
===> Epoch[36](132/390): Loss_G: 0.0721
===> Epoch[36](133/390): Loss_G: 0.0947
===> Epoch[36](134/390): Loss_G: 0.0962
===> Epoch[36](135/390): Loss_G: 0.0989
===> Epoch[36](136/390): Loss_G: 0.0726
===> Epoch[36](137/390): Loss_G: 0.0769
===> Epoch[36](138/390): Loss_G: 0.0899
===> Epoch[36](139/390): Loss_G: 0.1075
===> Epoch[36](140/390): Loss_G: 0.0793
===> Epoch[36](141/390): Loss_G: 0.0800
===> Epoch[36](142/390): Loss_G: 0.0853
===> Epoch[36](143/390): Loss_G: 0.0816
===> Epoch[36](144/390): Loss_G: 0.0669
===> Epoch[36](145/390): Loss_G: 0.0687
===> Epoch[36](146/390): Loss_G: 0.0952
===> Epoch[36](147/390): Loss_G: 0.0856
===> Epoch[36](148/390): Loss_G: 0.0717
===> Epoch[36](149/390): Loss_G: 0.1045
===> Epoch[36](150/390): Loss_G: 0.0519
===> Epoch[36](151/390): Loss_G: 0.0728
===> Epoch[36](152/390): Loss_G: 0.0811
===> Epoch[36](153/390): Loss_G: 0.0725
===> Epoch[36](154/390): Loss_G: 0.1261
===> Epoch[36](155/390): Loss_G: 0.0659
===> Epoch[36](156/390): Loss_G: 0.0816
===> Epoch[36](157/390): Loss_G: 0.0657
===> Epoch[36](158/390): Loss_G: 0.0739
===> Epoch[36](159/390): Loss_G: 0.0815
===> Epoch[36](160/390): Loss_G: 0.0863
===> Epoch[36](161/390): Loss_G: 0.0918
===> Epoch[36](162/390): Loss_G: 0.0598
===> Epoch[36](163/390): Loss_G: 0.0911
===> Epoch[36](164/390): Loss_G: 0.0843
===> Epoch[36](165/390): Loss_G: 0.0673
===> Epoch[36](166/390): Loss_G: 0.0846
===> Epoch[36](167/390): Loss_G: 0.0948
===> Epoch[36](168/390): Loss_G: 0.0727
===> Epoch[36](169/390): Loss_G: 0.0605
===> Epoch[36](170/390): Loss_G: 0.0836
===> Epoch[36](171/390): Loss_G: 0.0655
===> Epoch[36](172/390): Loss_G: 0.0761
===> Epoch[36](173/390): Loss_G: 0.0966
===> Epoch[36](174/390): Loss_G: 0.0611
===> Epoch[36](175/390): Loss_G: 0.0722
===> Epoch[36](176/390): Loss_G: 0.0894
===> Epoch[36](177/390): Loss_G: 0.0814
===> Epoch[36](178/390): Loss_G: 0.1102
===> Epoch[36](179/390): Loss_G: 0.1102
===> Epoch[36](180/390): Loss_G: 0.0754
===> Epoch[36](181/390): Loss_G: 0.0627
===> Epoch[36](182/390): Loss_G: 0.0832
===> Epoch[36](183/390): Loss_G: 0.0870
===> Epoch[36](184/390): Loss_G: 0.0841
===> Epoch[36](185/390): Loss_G: 0.1009
===> Epoch[36](186/390): Loss_G: 0.0744
===> Epoch[36](187/390): Loss_G: 0.0734
===> Epoch[36](188/390): Loss_G: 0.0890
===> Epoch[36](189/390): Loss_G: 0.0832
===> Epoch[36](190/390): Loss_G: 0.0897
===> Epoch[36](191/390): Loss_G: 0.0861
===> Epoch[36](192/390): Loss_G: 0.0928
===> Epoch[36](193/390): Loss_G: 0.0916
===> Epoch[36](194/390): Loss_G: 0.0923
===> Epoch[36](195/390): Loss_G: 0.0714
===> Epoch[36](196/390): Loss_G: 0.0856
===> Epoch[36](197/390): Loss_G: 0.0754
===> Epoch[36](198/390): Loss_G: 0.0783
===> Epoch[36](199/390): Loss_G: 0.0990
===> Epoch[36](200/390): Loss_G: 0.0593
===> Epoch[36](201/390): Loss_G: 0.0809
===> Epoch[36](202/390): Loss_G: 0.0781
===> Epoch[36](203/390): Loss_G: 0.0732
===> Epoch[36](204/390): Loss_G: 0.0840
===> Epoch[36](205/390): Loss_G: 0.0666
===> Epoch[36](206/390): Loss_G: 0.0783
===> Epoch[36](207/390): Loss_G: 0.1012
===> Epoch[36](208/390): Loss_G: 0.0825
===> Epoch[36](209/390): Loss_G: 0.0816
===> Epoch[36](210/390): Loss_G: 0.0795
===> Epoch[36](211/390): Loss_G: 0.1009
===> Epoch[36](212/390): Loss_G: 0.0860
===> Epoch[36](213/390): Loss_G: 0.0742
===> Epoch[36](214/390): Loss_G: 0.0721
===> Epoch[36](215/390): Loss_G: 0.0728
===> Epoch[36](216/390): Loss_G: 0.0713
===> Epoch[36](217/390): Loss_G: 0.0899
===> Epoch[36](218/390): Loss_G: 0.1021
===> Epoch[36](219/390): Loss_G: 0.0923
===> Epoch[36](220/390): Loss_G: 0.0573
===> Epoch[36](221/390): Loss_G: 0.1020
===> Epoch[36](222/390): Loss_G: 0.0683
===> Epoch[36](223/390): Loss_G: 0.0887
===> Epoch[36](224/390): Loss_G: 0.1031
===> Epoch[36](225/390): Loss_G: 0.0638
===> Epoch[36](226/390): Loss_G: 0.0651
===> Epoch[36](227/390): Loss_G: 0.0905
===> Epoch[36](228/390): Loss_G: 0.0644
===> Epoch[36](229/390): Loss_G: 0.0796
===> Epoch[36](230/390): Loss_G: 0.0704
===> Epoch[36](231/390): Loss_G: 0.0549
===> Epoch[36](232/390): Loss_G: 0.0905
===> Epoch[36](233/390): Loss_G: 0.0925
===> Epoch[36](234/390): Loss_G: 0.0977
===> Epoch[36](235/390): Loss_G: 0.0823
===> Epoch[36](236/390): Loss_G: 0.0777
===> Epoch[36](237/390): Loss_G: 0.0739
===> Epoch[36](238/390): Loss_G: 0.0922
===> Epoch[36](239/390): Loss_G: 0.0924
===> Epoch[36](240/390): Loss_G: 0.0731
===> Epoch[36](241/390): Loss_G: 0.0912
===> Epoch[36](242/390): Loss_G: 0.1108
===> Epoch[36](243/390): Loss_G: 0.1025
===> Epoch[36](244/390): Loss_G: 0.0774
===> Epoch[36](245/390): Loss_G: 0.0841
===> Epoch[36](246/390): Loss_G: 0.0724
===> Epoch[36](247/390): Loss_G: 0.1112
===> Epoch[36](248/390): Loss_G: 0.1114
===> Epoch[36](249/390): Loss_G: 0.0951
===> Epoch[36](250/390): Loss_G: 0.0767
===> Epoch[36](251/390): Loss_G: 0.0841
===> Epoch[36](252/390): Loss_G: 0.0960
===> Epoch[36](253/390): Loss_G: 0.0820
===> Epoch[36](254/390): Loss_G: 0.0788
===> Epoch[36](255/390): Loss_G: 0.0707
===> Epoch[36](256/390): Loss_G: 0.0889
===> Epoch[36](257/390): Loss_G: 0.0822
===> Epoch[36](258/390): Loss_G: 0.0951
===> Epoch[36](259/390): Loss_G: 0.0849
===> Epoch[36](260/390): Loss_G: 0.0896
===> Epoch[36](261/390): Loss_G: 0.0932
===> Epoch[36](262/390): Loss_G: 0.0816
===> Epoch[36](263/390): Loss_G: 0.0843
===> Epoch[36](264/390): Loss_G: 0.0689
===> Epoch[36](265/390): Loss_G: 0.0979
===> Epoch[36](266/390): Loss_G: 0.0764
===> Epoch[36](267/390): Loss_G: 0.0679
===> Epoch[36](268/390): Loss_G: 0.0651
===> Epoch[36](269/390): Loss_G: 0.0962
===> Epoch[36](270/390): Loss_G: 0.0862
===> Epoch[36](271/390): Loss_G: 0.0846
===> Epoch[36](272/390): Loss_G: 0.0960
===> Epoch[36](273/390): Loss_G: 0.0654
===> Epoch[36](274/390): Loss_G: 0.0843
===> Epoch[36](275/390): Loss_G: 0.0703
===> Epoch[36](276/390): Loss_G: 0.0727
===> Epoch[36](277/390): Loss_G: 0.1149
===> Epoch[36](278/390): Loss_G: 0.0802
===> Epoch[36](279/390): Loss_G: 0.0955
===> Epoch[36](280/390): Loss_G: 0.0784
===> Epoch[36](281/390): Loss_G: 0.0693
===> Epoch[36](282/390): Loss_G: 0.0689
===> Epoch[36](283/390): Loss_G: 0.0863
===> Epoch[36](284/390): Loss_G: 0.0610
===> Epoch[36](285/390): Loss_G: 0.0598
===> Epoch[36](286/390): Loss_G: 0.0865
===> Epoch[36](287/390): Loss_G: 0.0704
===> Epoch[36](288/390): Loss_G: 0.0889
===> Epoch[36](289/390): Loss_G: 0.0823
===> Epoch[36](290/390): Loss_G: 0.0748
===> Epoch[36](291/390): Loss_G: 0.0925
===> Epoch[36](292/390): Loss_G: 0.0824
===> Epoch[36](293/390): Loss_G: 0.0852
===> Epoch[36](294/390): Loss_G: 0.0722
===> Epoch[36](295/390): Loss_G: 0.0684
===> Epoch[36](296/390): Loss_G: 0.0624
===> Epoch[36](297/390): Loss_G: 0.0850
===> Epoch[36](298/390): Loss_G: 0.0612
===> Epoch[36](299/390): Loss_G: 0.0811
===> Epoch[36](300/390): Loss_G: 0.0961
===> Epoch[36](301/390): Loss_G: 0.0781
===> Epoch[36](302/390): Loss_G: 0.0691
===> Epoch[36](303/390): Loss_G: 0.0824
===> Epoch[36](304/390): Loss_G: 0.0834
===> Epoch[36](305/390): Loss_G: 0.0673
===> Epoch[36](306/390): Loss_G: 0.0627
===> Epoch[36](307/390): Loss_G: 0.0849
===> Epoch[36](308/390): Loss_G: 0.0784
===> Epoch[36](309/390): Loss_G: 0.0802
===> Epoch[36](310/390): Loss_G: 0.0792
===> Epoch[36](311/390): Loss_G: 0.0716
===> Epoch[36](312/390): Loss_G: 0.0896
===> Epoch[36](313/390): Loss_G: 0.0937
===> Epoch[36](314/390): Loss_G: 0.0966
===> Epoch[36](315/390): Loss_G: 0.0644
===> Epoch[36](316/390): Loss_G: 0.0639
===> Epoch[36](317/390): Loss_G: 0.0883
===> Epoch[36](318/390): Loss_G: 0.0774
===> Epoch[36](319/390): Loss_G: 0.0819
===> Epoch[36](320/390): Loss_G: 0.1014
===> Epoch[36](321/390): Loss_G: 0.0816
===> Epoch[36](322/390): Loss_G: 0.0699
===> Epoch[36](323/390): Loss_G: 0.1020
===> Epoch[36](324/390): Loss_G: 0.0883
===> Epoch[36](325/390): Loss_G: 0.0724
===> Epoch[36](326/390): Loss_G: 0.0999
===> Epoch[36](327/390): Loss_G: 0.0887
===> Epoch[36](328/390): Loss_G: 0.0929
===> Epoch[36](329/390): Loss_G: 0.1005
===> Epoch[36](330/390): Loss_G: 0.0822
===> Epoch[36](331/390): Loss_G: 0.1042
===> Epoch[36](332/390): Loss_G: 0.0776
===> Epoch[36](333/390): Loss_G: 0.0836
===> Epoch[36](334/390): Loss_G: 0.0897
===> Epoch[36](335/390): Loss_G: 0.0842
===> Epoch[36](336/390): Loss_G: 0.0750
===> Epoch[36](337/390): Loss_G: 0.1332
===> Epoch[36](338/390): Loss_G: 0.0783
===> Epoch[36](339/390): Loss_G: 0.0792
===> Epoch[36](340/390): Loss_G: 0.0832
===> Epoch[36](341/390): Loss_G: 0.1025
===> Epoch[36](342/390): Loss_G: 0.0805
===> Epoch[36](343/390): Loss_G: 0.0660
===> Epoch[36](344/390): Loss_G: 0.0791
===> Epoch[36](345/390): Loss_G: 0.0750
===> Epoch[36](346/390): Loss_G: 0.0889
===> Epoch[36](347/390): Loss_G: 0.0846
===> Epoch[36](348/390): Loss_G: 0.0853
===> Epoch[36](349/390): Loss_G: 0.0659
===> Epoch[36](350/390): Loss_G: 0.0710
===> Epoch[36](351/390): Loss_G: 0.0818
===> Epoch[36](352/390): Loss_G: 0.0860
===> Epoch[36](353/390): Loss_G: 0.0803
===> Epoch[36](354/390): Loss_G: 0.1048
===> Epoch[36](355/390): Loss_G: 0.0844
===> Epoch[36](356/390): Loss_G: 0.0872
===> Epoch[36](357/390): Loss_G: 0.0778
===> Epoch[36](358/390): Loss_G: 0.0801
===> Epoch[36](359/390): Loss_G: 0.0724
===> Epoch[36](360/390): Loss_G: 0.1088
===> Epoch[36](361/390): Loss_G: 0.0942
===> Epoch[36](362/390): Loss_G: 0.0638
===> Epoch[36](363/390): Loss_G: 0.0836
===> Epoch[36](364/390): Loss_G: 0.0817
===> Epoch[36](365/390): Loss_G: 0.0790
===> Epoch[36](366/390): Loss_G: 0.0803
===> Epoch[36](367/390): Loss_G: 0.0790
===> Epoch[36](368/390): Loss_G: 0.0869
===> Epoch[36](369/390): Loss_G: 0.0824
===> Epoch[36](370/390): Loss_G: 0.0698
===> Epoch[36](371/390): Loss_G: 0.0905
===> Epoch[36](372/390): Loss_G: 0.0853
===> Epoch[36](373/390): Loss_G: 0.0689
===> Epoch[36](374/390): Loss_G: 0.0843
===> Epoch[36](375/390): Loss_G: 0.0729
===> Epoch[36](376/390): Loss_G: 0.0841
===> Epoch[36](377/390): Loss_G: 0.0754
===> Epoch[36](378/390): Loss_G: 0.0768
===> Epoch[36](379/390): Loss_G: 0.0625
===> Epoch[36](380/390): Loss_G: 0.0725
===> Epoch[36](381/390): Loss_G: 0.0798
===> Epoch[36](382/390): Loss_G: 0.0811
===> Epoch[36](383/390): Loss_G: 0.0818
===> Epoch[36](384/390): Loss_G: 0.0796
===> Epoch[36](385/390): Loss_G: 0.0789
===> Epoch[36](386/390): Loss_G: 0.0881
===> Epoch[36](387/390): Loss_G: 0.0914
===> Epoch[36](388/390): Loss_G: 0.1022
===> Epoch[36](389/390): Loss_G: 0.0656
===> Epoch[36](390/390): Loss_G: 0.1142
learning rate = 0.0002000
Checkpoint saved to checkpointcifar10
===> Epoch[37](1/390): Loss_G: 0.0688
===> Epoch[37](2/390): Loss_G: 0.0721
===> Epoch[37](3/390): Loss_G: 0.0708
===> Epoch[37](4/390): Loss_G: 0.0637
===> Epoch[37](5/390): Loss_G: 0.0840
===> Epoch[37](6/390): Loss_G: 0.0833
===> Epoch[37](7/390): Loss_G: 0.0696
===> Epoch[37](8/390): Loss_G: 0.1002
===> Epoch[37](9/390): Loss_G: 0.0834
===> Epoch[37](10/390): Loss_G: 0.0813
===> Epoch[37](11/390): Loss_G: 0.0748
===> Epoch[37](12/390): Loss_G: 0.0910
===> Epoch[37](13/390): Loss_G: 0.0845
===> Epoch[37](14/390): Loss_G: 0.0723
===> Epoch[37](15/390): Loss_G: 0.0935
===> Epoch[37](16/390): Loss_G: 0.0828
===> Epoch[37](17/390): Loss_G: 0.0905
===> Epoch[37](18/390): Loss_G: 0.0803
===> Epoch[37](19/390): Loss_G: 0.1061
===> Epoch[37](20/390): Loss_G: 0.0956
===> Epoch[37](21/390): Loss_G: 0.0867
