{'target': {'mean': array([-0.5029429], dtype=float32), 'std': array([0.6241994], dtype=float32), 'min': array([-5.971551], dtype=float32), 'max': array([4.968335], dtype=float32)}, 'input': {'mean': array([-0.39840025], dtype=float32), 'std': array([0.2741448], dtype=float32), 'min': array([-0.5], dtype=float32), 'max': array([0.5], dtype=float32)}}
Dataset: 60000, 45000
initialize network with normal
===> Epoch[57](120/704): MSE-pixel: 0.1507
===> Epoch[57](150/704): MSE-pixel: 0.1506
===> Epoch[57](180/704): MSE-pixel: 0.1493
===> Epoch[57](210/704): MSE-pixel: 0.1469
===> Epoch[57](240/704): MSE-pixel: 0.1459
===> Epoch[57](270/704): MSE-pixel: 0.1473
===> Epoch[57](300/704): MSE-pixel: 0.1497
===> Epoch[57](330/704): MSE-pixel: 0.1439
===> Epoch[57](360/704): MSE-pixel: 0.1503
===> Epoch[57](390/704): MSE-pixel: 0.1502
===> Epoch[57](420/704): MSE-pixel: 0.1603
===> Epoch[57](450/704): MSE-pixel: 0.1571
===> Epoch[57](480/704): MSE-pixel: 0.1519
===> Epoch[57](510/704): MSE-pixel: 0.1559
===> Epoch[57](540/704): MSE-pixel: 0.1467
===> Epoch[57](570/704): MSE-pixel: 0.1498
===> Epoch[57](600/704): MSE-pixel: 0.1554
===> Epoch[57](630/704): MSE-pixel: 0.1522
===> Epoch[57](660/704): MSE-pixel: 0.1522
===> Epoch[57](690/704): MSE-pixel: 0.1486
learning rate = 0.0010000
===> Epoch[58](0/704): MSE-pixel: 0.1478
===> Epoch[58](30/704): MSE-pixel: 0.1467
===> Epoch[58](60/704): MSE-pixel: 0.1527
===> Epoch[58](90/704): MSE-pixel: 0.1504
===> Epoch[58](120/704): MSE-pixel: 0.1469
===> Epoch[58](150/704): MSE-pixel: 0.1464
===> Epoch[58](180/704): MSE-pixel: 0.1467
===> Epoch[58](210/704): MSE-pixel: 0.1482
===> Epoch[58](240/704): MSE-pixel: 0.1433
===> Epoch[58](270/704): MSE-pixel: 0.1484
===> Epoch[58](300/704): MSE-pixel: 0.1438
===> Epoch[58](330/704): MSE-pixel: 0.1528
===> Epoch[58](360/704): MSE-pixel: 0.1540
===> Epoch[58](390/704): MSE-pixel: 0.1512
===> Epoch[58](420/704): MSE-pixel: 0.1439
===> Epoch[58](450/704): MSE-pixel: 0.1531
===> Epoch[58](480/704): MSE-pixel: 0.1519
===> Epoch[58](510/704): MSE-pixel: 0.1503
===> Epoch[58](540/704): MSE-pixel: 0.1447
===> Epoch[58](570/704): MSE-pixel: 0.1467
===> Epoch[58](600/704): MSE-pixel: 0.1506
===> Epoch[58](630/704): MSE-pixel: 0.1516
===> Epoch[58](660/704): MSE-pixel: 0.1480
===> Epoch[58](690/704): MSE-pixel: 0.1458
learning rate = 0.0010000
===> Epoch[59](0/704): MSE-pixel: 0.1474
===> Epoch[59](30/704): MSE-pixel: 0.1437
===> Epoch[59](60/704): MSE-pixel: 0.1471
===> Epoch[59](90/704): MSE-pixel: 0.1448
===> Epoch[59](120/704): MSE-pixel: 0.1528
===> Epoch[59](150/704): MSE-pixel: 0.1486
===> Epoch[59](180/704): MSE-pixel: 0.1525
===> Epoch[59](210/704): MSE-pixel: 0.1559
===> Epoch[59](240/704): MSE-pixel: 0.1556
===> Epoch[59](270/704): MSE-pixel: 0.1485
===> Epoch[59](300/704): MSE-pixel: 0.1499
===> Epoch[59](330/704): MSE-pixel: 0.1464
===> Epoch[59](360/704): MSE-pixel: 0.1441
===> Epoch[59](390/704): MSE-pixel: 0.1518
===> Epoch[59](420/704): MSE-pixel: 0.1460
===> Epoch[59](450/704): MSE-pixel: 0.1447
===> Epoch[59](480/704): MSE-pixel: 0.1451
===> Epoch[59](510/704): MSE-pixel: 0.1436
===> Epoch[59](540/704): MSE-pixel: 0.1496
===> Epoch[59](570/704): MSE-pixel: 0.1520
===> Epoch[59](600/704): MSE-pixel: 0.1540
===> Epoch[59](630/704): MSE-pixel: 0.1455
===> Epoch[59](660/704): MSE-pixel: 0.1475
===> Epoch[59](690/704): MSE-pixel: 0.1487
learning rate = 0.0010000
===> Epoch[60](0/704): MSE-pixel: 0.1481
===> Epoch[60](30/704): MSE-pixel: 0.1501
===> Epoch[60](60/704): MSE-pixel: 0.1434
===> Epoch[60](90/704): MSE-pixel: 0.1500
===> Epoch[60](120/704): MSE-pixel: 0.1519
===> Epoch[60](150/704): MSE-pixel: 0.1550
===> Epoch[60](180/704): MSE-pixel: 0.1451
===> Epoch[60](210/704): MSE-pixel: 0.1474
===> Epoch[60](240/704): MSE-pixel: 0.1421
===> Epoch[60](270/704): MSE-pixel: 0.1460
===> Epoch[60](300/704): MSE-pixel: 0.1468
===> Epoch[60](330/704): MSE-pixel: 0.1528
===> Epoch[60](360/704): MSE-pixel: 0.1492
===> Epoch[60](390/704): MSE-pixel: 0.1461
===> Epoch[60](420/704): MSE-pixel: 0.1508
===> Epoch[60](450/704): MSE-pixel: 0.1503
===> Epoch[60](480/704): MSE-pixel: 0.1480
===> Epoch[60](510/704): MSE-pixel: 0.1490
===> Epoch[60](540/704): MSE-pixel: 0.1476
===> Epoch[60](570/704): MSE-pixel: 0.1425
===> Epoch[60](600/704): MSE-pixel: 0.1552
===> Epoch[60](630/704): MSE-pixel: 0.1432
===> Epoch[60](660/704): MSE-pixel: 0.1506
===> Epoch[60](690/704): MSE-pixel: 0.1487
learning rate = 0.0010000
===> Epoch[61](0/704): MSE-pixel: 0.1423
===> Epoch[61](30/704): MSE-pixel: 0.1425
===> Epoch[61](60/704): MSE-pixel: 0.1482
===> Epoch[61](90/704): MSE-pixel: 0.1422
===> Epoch[61](120/704): MSE-pixel: 0.1528
===> Epoch[61](150/704): MSE-pixel: 0.1474
===> Epoch[61](180/704): MSE-pixel: 0.1472
===> Epoch[61](210/704): MSE-pixel: 0.1498
===> Epoch[61](240/704): MSE-pixel: 0.1491
===> Epoch[61](270/704): MSE-pixel: 0.1438
===> Epoch[61](300/704): MSE-pixel: 0.1539
===> Epoch[61](330/704): MSE-pixel: 0.1446
===> Epoch[61](360/704): MSE-pixel: 0.1524
===> Epoch[61](390/704): MSE-pixel: 0.1487
===> Epoch[61](420/704): MSE-pixel: 0.1450
===> Epoch[61](450/704): MSE-pixel: 0.1534
===> Epoch[61](480/704): MSE-pixel: 0.1504
===> Epoch[61](510/704): MSE-pixel: 0.1510
===> Epoch[61](540/704): MSE-pixel: 0.1496
===> Epoch[61](570/704): MSE-pixel: 0.1529
===> Epoch[61](600/704): MSE-pixel: 0.1457
===> Epoch[61](630/704): MSE-pixel: 0.1476
===> Epoch[61](660/704): MSE-pixel: 0.1537
===> Epoch[61](690/704): MSE-pixel: 0.1465
learning rate = 0.0010000
Saving
===> Epoch[62](0/704): MSE-pixel: 0.1475
===> Epoch[62](30/704): MSE-pixel: 0.1472
===> Epoch[62](60/704): MSE-pixel: 0.1534
===> Epoch[62](90/704): MSE-pixel: 0.1424
===> Epoch[62](120/704): MSE-pixel: 0.1514
===> Epoch[62](150/704): MSE-pixel: 0.1474
===> Epoch[62](180/704): MSE-pixel: 0.1525
===> Epoch[62](210/704): MSE-pixel: 0.1526
===> Epoch[62](240/704): MSE-pixel: 0.1503
===> Epoch[62](270/704): MSE-pixel: 0.1436
===> Epoch[62](300/704): MSE-pixel: 0.1415
===> Epoch[62](330/704): MSE-pixel: 0.1489
===> Epoch[62](360/704): MSE-pixel: 0.1486
===> Epoch[62](390/704): MSE-pixel: 0.1453
===> Epoch[62](420/704): MSE-pixel: 0.1489
===> Epoch[62](450/704): MSE-pixel: 0.1463
===> Epoch[62](480/704): MSE-pixel: 0.1509
===> Epoch[62](510/704): MSE-pixel: 0.1486
===> Epoch[62](540/704): MSE-pixel: 0.1514
===> Epoch[62](570/704): MSE-pixel: 0.1515
===> Epoch[62](600/704): MSE-pixel: 0.1463
===> Epoch[62](630/704): MSE-pixel: 0.1476
===> Epoch[62](660/704): MSE-pixel: 0.1393
===> Epoch[62](690/704): MSE-pixel: 0.1514
learning rate = 0.0010000
===> Epoch[63](0/704): MSE-pixel: 0.1456
===> Epoch[63](30/704): MSE-pixel: 0.1528
===> Epoch[63](60/704): MSE-pixel: 0.1369
===> Epoch[63](90/704): MSE-pixel: 0.1467
===> Epoch[63](120/704): MSE-pixel: 0.1481
===> Epoch[63](150/704): MSE-pixel: 0.1483
===> Epoch[63](180/704): MSE-pixel: 0.1472
===> Epoch[63](210/704): MSE-pixel: 0.1523
===> Epoch[63](240/704): MSE-pixel: 0.1472
===> Epoch[63](270/704): MSE-pixel: 0.1425
===> Epoch[63](300/704): MSE-pixel: 0.1414
===> Epoch[63](330/704): MSE-pixel: 0.1513
===> Epoch[63](360/704): MSE-pixel: 0.1472
===> Epoch[63](390/704): MSE-pixel: 0.1480
===> Epoch[63](420/704): MSE-pixel: 0.1485
===> Epoch[63](450/704): MSE-pixel: 0.1467
===> Epoch[63](480/704): MSE-pixel: 0.1536
===> Epoch[63](510/704): MSE-pixel: 0.1454
===> Epoch[63](540/704): MSE-pixel: 0.1504
===> Epoch[63](570/704): MSE-pixel: 0.1459
===> Epoch[63](600/704): MSE-pixel: 0.1522
===> Epoch[63](630/704): MSE-pixel: 0.1489
===> Epoch[63](660/704): MSE-pixel: 0.1452
===> Epoch[63](690/704): MSE-pixel: 0.1506
learning rate = 0.0010000
===> Epoch[64](0/704): MSE-pixel: 0.1469
===> Epoch[64](30/704): MSE-pixel: 0.1459
===> Epoch[64](60/704): MSE-pixel: 0.1474
===> Epoch[64](90/704): MSE-pixel: 0.1414
===> Epoch[64](120/704): MSE-pixel: 0.1442
===> Epoch[64](150/704): MSE-pixel: 0.1398
===> Epoch[64](180/704): MSE-pixel: 0.1438
===> Epoch[64](210/704): MSE-pixel: 0.1484
===> Epoch[64](240/704): MSE-pixel: 0.1487
===> Epoch[64](270/704): MSE-pixel: 0.1442
===> Epoch[64](300/704): MSE-pixel: 0.1495
===> Epoch[64](330/704): MSE-pixel: 0.1484
===> Epoch[64](360/704): MSE-pixel: 0.1509
===> Epoch[64](390/704): MSE-pixel: 0.1479
===> Epoch[64](420/704): MSE-pixel: 0.1518
===> Epoch[64](450/704): MSE-pixel: 0.1450
===> Epoch[64](480/704): MSE-pixel: 0.1486
===> Epoch[64](510/704): MSE-pixel: 0.1500
===> Epoch[64](540/704): MSE-pixel: 0.1491
===> Epoch[64](570/704): MSE-pixel: 0.1565
===> Epoch[64](600/704): MSE-pixel: 0.1426
===> Epoch[64](630/704): MSE-pixel: 0.1502
===> Epoch[64](660/704): MSE-pixel: 0.1479
===> Epoch[64](690/704): MSE-pixel: 0.1486
learning rate = 0.0010000
===> Epoch[65](0/704): MSE-pixel: 0.1496
===> Epoch[65](30/704): MSE-pixel: 0.1420
===> Epoch[65](60/704): MSE-pixel: 0.1459
===> Epoch[65](90/704): MSE-pixel: 0.1405
===> Epoch[65](120/704): MSE-pixel: 0.1405
===> Epoch[65](150/704): MSE-pixel: 0.1468
===> Epoch[65](180/704): MSE-pixel: 0.1393
===> Epoch[65](210/704): MSE-pixel: 0.1454
===> Epoch[65](240/704): MSE-pixel: 0.1546
===> Epoch[65](270/704): MSE-pixel: 0.1468
===> Epoch[65](300/704): MSE-pixel: 0.1383
===> Epoch[65](330/704): MSE-pixel: 0.1469
===> Epoch[65](360/704): MSE-pixel: 0.1470
===> Epoch[65](390/704): MSE-pixel: 0.1489
===> Epoch[65](420/704): MSE-pixel: 0.1505
===> Epoch[65](450/704): MSE-pixel: 0.1555
===> Epoch[65](480/704): MSE-pixel: 0.1485
===> Epoch[65](510/704): MSE-pixel: 0.1504
===> Epoch[65](540/704): MSE-pixel: 0.1434
===> Epoch[65](570/704): MSE-pixel: 0.1494
===> Epoch[65](600/704): MSE-pixel: 0.1549
===> Epoch[65](630/704): MSE-pixel: 0.1424
===> Epoch[65](660/704): MSE-pixel: 0.1509
===> Epoch[65](690/704): MSE-pixel: 0.1441
learning rate = 0.0010000
===> Epoch[66](0/704): MSE-pixel: 0.1435
===> Epoch[66](30/704): MSE-pixel: 0.1464
===> Epoch[66](60/704): MSE-pixel: 0.1510
===> Epoch[66](90/704): MSE-pixel: 0.1479
===> Epoch[66](120/704): MSE-pixel: 0.1500
===> Epoch[66](150/704): MSE-pixel: 0.1453
===> Epoch[66](180/704): MSE-pixel: 0.1458
===> Epoch[66](210/704): MSE-pixel: 0.1444
===> Epoch[66](240/704): MSE-pixel: 0.1496
===> Epoch[66](270/704): MSE-pixel: 0.1462
===> Epoch[66](300/704): MSE-pixel: 0.1470
===> Epoch[66](330/704): MSE-pixel: 0.1520
===> Epoch[66](360/704): MSE-pixel: 0.1466
===> Epoch[66](390/704): MSE-pixel: 0.1458
===> Epoch[66](420/704): MSE-pixel: 0.1561
===> Epoch[66](450/704): MSE-pixel: 0.1555
===> Epoch[66](480/704): MSE-pixel: 0.1505
===> Epoch[66](510/704): MSE-pixel: 0.1485
===> Epoch[66](540/704): MSE-pixel: 0.1423
===> Epoch[66](570/704): MSE-pixel: 0.1462
===> Epoch[66](600/704): MSE-pixel: 0.1439
===> Epoch[66](630/704): MSE-pixel: 0.1455
===> Epoch[66](660/704): MSE-pixel: 0.1547
===> Epoch[66](690/704): MSE-pixel: 0.1457
learning rate = 0.0010000
===> Epoch[67](0/704): MSE-pixel: 0.1472
===> Epoch[67](30/704): MSE-pixel: 0.1517
===> Epoch[67](60/704): MSE-pixel: 0.1442
===> Epoch[67](90/704): MSE-pixel: 0.1467
===> Epoch[67](120/704): MSE-pixel: 0.1442
===> Epoch[67](150/704): MSE-pixel: 0.1486
===> Epoch[67](180/704): MSE-pixel: 0.1483
===> Epoch[67](210/704): MSE-pixel: 0.1437
===> Epoch[67](240/704): MSE-pixel: 0.1502
===> Epoch[67](270/704): MSE-pixel: 0.1494
===> Epoch[67](300/704): MSE-pixel: 0.1472
===> Epoch[67](330/704): MSE-pixel: 0.1439
===> Epoch[67](360/704): MSE-pixel: 0.1427
===> Epoch[67](390/704): MSE-pixel: 0.1490
===> Epoch[67](420/704): MSE-pixel: 0.1443
===> Epoch[67](450/704): MSE-pixel: 0.1476
===> Epoch[67](480/704): MSE-pixel: 0.1487
===> Epoch[67](510/704): MSE-pixel: 0.1550
===> Epoch[67](540/704): MSE-pixel: 0.1424
===> Epoch[67](570/704): MSE-pixel: 0.1492
===> Epoch[67](600/704): MSE-pixel: 0.1465
===> Epoch[67](630/704): MSE-pixel: 0.1516
===> Epoch[67](660/704): MSE-pixel: 0.1515
===> Epoch[67](690/704): MSE-pixel: 0.1508
learning rate = 0.0010000
===> Epoch[68](0/704): MSE-pixel: 0.1501
===> Epoch[68](30/704): MSE-pixel: 0.1403
===> Epoch[68](60/704): MSE-pixel: 0.1459
===> Epoch[68](90/704): MSE-pixel: 0.1407
===> Epoch[68](120/704): MSE-pixel: 0.1469
===> Epoch[68](150/704): MSE-pixel: 0.1405
===> Epoch[68](180/704): MSE-pixel: 0.1441
===> Epoch[68](210/704): MSE-pixel: 0.1485
===> Epoch[68](240/704): MSE-pixel: 0.1470
===> Epoch[68](270/704): MSE-pixel: 0.1495
===> Epoch[68](300/704): MSE-pixel: 0.1529
===> Epoch[68](330/704): MSE-pixel: 0.1517
===> Epoch[68](360/704): MSE-pixel: 0.1443
===> Epoch[68](390/704): MSE-pixel: 0.1541
===> Epoch[68](420/704): MSE-pixel: 0.1480
===> Epoch[68](450/704): MSE-pixel: 0.1456
===> Epoch[68](480/704): MSE-pixel: 0.1517
===> Epoch[68](510/704): MSE-pixel: 0.1517
===> Epoch[68](540/704): MSE-pixel: 0.1471
===> Epoch[68](570/704): MSE-pixel: 0.1499
===> Epoch[68](600/704): MSE-pixel: 0.1506
===> Epoch[68](630/704): MSE-pixel: 0.1468
===> Epoch[68](660/704): MSE-pixel: 0.1467
===> Epoch[68](690/704): MSE-pixel: 0.1454
learning rate = 0.0010000
===> Epoch[69](0/704): MSE-pixel: 0.1511
===> Epoch[69](30/704): MSE-pixel: 0.1412
===> Epoch[69](60/704): MSE-pixel: 0.1466
===> Epoch[69](90/704): MSE-pixel: 0.1480
===> Epoch[69](120/704): MSE-pixel: 0.1471
===> Epoch[69](150/704): MSE-pixel: 0.1430
===> Epoch[69](180/704): MSE-pixel: 0.1456
===> Epoch[69](210/704): MSE-pixel: 0.1459
===> Epoch[69](240/704): MSE-pixel: 0.1502
===> Epoch[69](270/704): MSE-pixel: 0.1490
===> Epoch[69](300/704): MSE-pixel: 0.1422
===> Epoch[69](330/704): MSE-pixel: 0.1483
===> Epoch[69](360/704): MSE-pixel: 0.1409
===> Epoch[69](390/704): MSE-pixel: 0.1434
===> Epoch[69](420/704): MSE-pixel: 0.1488
===> Epoch[69](450/704): MSE-pixel: 0.1500
===> Epoch[69](480/704): MSE-pixel: 0.1543
===> Epoch[69](510/704): MSE-pixel: 0.1516
===> Epoch[69](540/704): MSE-pixel: 0.1449
===> Epoch[69](570/704): MSE-pixel: 0.1506
===> Epoch[69](600/704): MSE-pixel: 0.1459
===> Epoch[69](630/704): MSE-pixel: 0.1474
===> Epoch[69](660/704): MSE-pixel: 0.1437
===> Epoch[69](690/704): MSE-pixel: 0.1505
learning rate = 0.0010000
===> Epoch[70](0/704): MSE-pixel: 0.1437
===> Epoch[70](30/704): MSE-pixel: 0.1503
===> Epoch[70](60/704): MSE-pixel: 0.1485
===> Epoch[70](90/704): MSE-pixel: 0.1490
===> Epoch[70](120/704): MSE-pixel: 0.1522
===> Epoch[70](150/704): MSE-pixel: 0.1436
===> Epoch[70](180/704): MSE-pixel: 0.1441
===> Epoch[70](210/704): MSE-pixel: 0.1453
===> Epoch[70](240/704): MSE-pixel: 0.1438
===> Epoch[70](270/704): MSE-pixel: 0.1453
===> Epoch[70](300/704): MSE-pixel: 0.1476
===> Epoch[70](330/704): MSE-pixel: 0.1455
===> Epoch[70](360/704): MSE-pixel: 0.1482
===> Epoch[70](390/704): MSE-pixel: 0.1417
===> Epoch[70](420/704): MSE-pixel: 0.1468
===> Epoch[70](450/704): MSE-pixel: 0.1443
===> Epoch[70](480/704): MSE-pixel: 0.1495
===> Epoch[70](510/704): MSE-pixel: 0.1506
===> Epoch[70](540/704): MSE-pixel: 0.1479
===> Epoch[70](570/704): MSE-pixel: 0.1494
===> Epoch[70](600/704): MSE-pixel: 0.1427
===> Epoch[70](630/704): MSE-pixel: 0.1463
===> Epoch[70](660/704): MSE-pixel: 0.1461
===> Epoch[70](690/704): MSE-pixel: 0.1497
learning rate = 0.0010000
===> Epoch[71](0/704): MSE-pixel: 0.1460
===> Epoch[71](30/704): MSE-pixel: 0.1461
===> Epoch[71](60/704): MSE-pixel: 0.1475
===> Epoch[71](90/704): MSE-pixel: 0.1489
===> Epoch[71](120/704): MSE-pixel: 0.1465
===> Epoch[71](150/704): MSE-pixel: 0.1421
===> Epoch[71](180/704): MSE-pixel: 0.1427
===> Epoch[71](210/704): MSE-pixel: 0.1413
===> Epoch[71](240/704): MSE-pixel: 0.1457
===> Epoch[71](270/704): MSE-pixel: 0.1530
===> Epoch[71](300/704): MSE-pixel: 0.1485
===> Epoch[71](330/704): MSE-pixel: 0.1515
===> Epoch[71](360/704): MSE-pixel: 0.1466
===> Epoch[71](390/704): MSE-pixel: 0.1478
===> Epoch[71](420/704): MSE-pixel: 0.1413
===> Epoch[71](450/704): MSE-pixel: 0.1421
===> Epoch[71](480/704): MSE-pixel: 0.1544
===> Epoch[71](510/704): MSE-pixel: 0.1455
===> Epoch[71](540/704): MSE-pixel: 0.1463
===> Epoch[71](570/704): MSE-pixel: 0.1508
===> Epoch[71](600/704): MSE-pixel: 0.1510
===> Epoch[71](630/704): MSE-pixel: 0.1474
===> Epoch[71](660/704): MSE-pixel: 0.1483
===> Epoch[71](690/704): MSE-pixel: 0.1509
learning rate = 0.0010000
Saving
===> Epoch[72](0/704): MSE-pixel: 0.1430
===> Epoch[72](30/704): MSE-pixel: 0.1447
===> Epoch[72](60/704): MSE-pixel: 0.1453
===> Epoch[72](90/704): MSE-pixel: 0.1483
===> Epoch[72](120/704): MSE-pixel: 0.1458
===> Epoch[72](150/704): MSE-pixel: 0.1415
===> Epoch[72](180/704): MSE-pixel: 0.1436
===> Epoch[72](210/704): MSE-pixel: 0.1449
===> Epoch[72](240/704): MSE-pixel: 0.1390
===> Epoch[72](270/704): MSE-pixel: 0.1498
===> Epoch[72](300/704): MSE-pixel: 0.1492
===> Epoch[72](330/704): MSE-pixel: 0.1516
===> Epoch[72](360/704): MSE-pixel: 0.1497
===> Epoch[72](390/704): MSE-pixel: 0.1444
===> Epoch[72](420/704): MSE-pixel: 0.1425
===> Epoch[72](450/704): MSE-pixel: 0.1428
===> Epoch[72](480/704): MSE-pixel: 0.1480
===> Epoch[72](510/704): MSE-pixel: 0.1454
===> Epoch[72](540/704): MSE-pixel: 0.1461
===> Epoch[72](570/704): MSE-pixel: 0.1495
===> Epoch[72](600/704): MSE-pixel: 0.1468
===> Epoch[72](630/704): MSE-pixel: 0.1473
===> Epoch[72](660/704): MSE-pixel: 0.1517
===> Epoch[72](690/704): MSE-pixel: 0.1462
learning rate = 0.0010000
===> Epoch[73](0/704): MSE-pixel: 0.1467
===> Epoch[73](30/704): MSE-pixel: 0.1444
===> Epoch[73](60/704): MSE-pixel: 0.1475
===> Epoch[73](90/704): MSE-pixel: 0.1410
===> Epoch[73](120/704): MSE-pixel: 0.1459
===> Epoch[73](150/704): MSE-pixel: 0.1450
===> Epoch[73](180/704): MSE-pixel: 0.1416
===> Epoch[73](210/704): MSE-pixel: 0.1483
===> Epoch[73](240/704): MSE-pixel: 0.1443
===> Epoch[73](270/704): MSE-pixel: 0.1466
===> Epoch[73](300/704): MSE-pixel: 0.1461
===> Epoch[73](330/704): MSE-pixel: 0.1478
===> Epoch[73](360/704): MSE-pixel: 0.1492
===> Epoch[73](390/704): MSE-pixel: 0.1463
===> Epoch[73](420/704): MSE-pixel: 0.1438
===> Epoch[73](450/704): MSE-pixel: 0.1460
===> Epoch[73](480/704): MSE-pixel: 0.1422
===> Epoch[73](510/704): MSE-pixel: 0.1438
===> Epoch[73](540/704): MSE-pixel: 0.1510
===> Epoch[73](570/704): MSE-pixel: 0.1451
===> Epoch[73](600/704): MSE-pixel: 0.1439
===> Epoch[73](630/704): MSE-pixel: 0.1507
===> Epoch[73](660/704): MSE-pixel: 0.1512
===> Epoch[73](690/704): MSE-pixel: 0.1452
learning rate = 0.0010000
===> Epoch[74](0/704): MSE-pixel: 0.1422
===> Epoch[74](30/704): MSE-pixel: 0.1431
===> Epoch[74](60/704): MSE-pixel: 0.1515
===> Epoch[74](90/704): MSE-pixel: 0.1450
===> Epoch[74](120/704): MSE-pixel: 0.1514
===> Epoch[74](150/704): MSE-pixel: 0.1477
===> Epoch[74](180/704): MSE-pixel: 0.1506
===> Epoch[74](210/704): MSE-pixel: 0.1463
===> Epoch[74](240/704): MSE-pixel: 0.1431
===> Epoch[74](270/704): MSE-pixel: 0.1496
===> Epoch[74](300/704): MSE-pixel: 0.1403
===> Epoch[74](330/704): MSE-pixel: 0.1462
===> Epoch[74](360/704): MSE-pixel: 0.1423
===> Epoch[74](390/704): MSE-pixel: 0.1496
===> Epoch[74](420/704): MSE-pixel: 0.1468
===> Epoch[74](450/704): MSE-pixel: 0.1485
===> Epoch[74](480/704): MSE-pixel: 0.1400
===> Epoch[74](510/704): MSE-pixel: 0.1440
===> Epoch[74](540/704): MSE-pixel: 0.1415
===> Epoch[74](570/704): MSE-pixel: 0.1481
===> Epoch[74](600/704): MSE-pixel: 0.1426
===> Epoch[74](630/704): MSE-pixel: 0.1485
===> Epoch[74](660/704): MSE-pixel: 0.1468
===> Epoch[74](690/704): MSE-pixel: 0.1530
learning rate = 0.0010000
===> Epoch[75](0/704): MSE-pixel: 0.1494
===> Epoch[75](30/704): MSE-pixel: 0.1442
===> Epoch[75](60/704): MSE-pixel: 0.1442
===> Epoch[75](90/704): MSE-pixel: 0.1474
===> Epoch[75](120/704): MSE-pixel: 0.1441
===> Epoch[75](150/704): MSE-pixel: 0.1503
===> Epoch[75](180/704): MSE-pixel: 0.1455
===> Epoch[75](210/704): MSE-pixel: 0.1461
===> Epoch[75](240/704): MSE-pixel: 0.1447
===> Epoch[75](270/704): MSE-pixel: 0.1486
===> Epoch[75](300/704): MSE-pixel: 0.1473
===> Epoch[75](330/704): MSE-pixel: 0.1489
===> Epoch[75](360/704): MSE-pixel: 0.1511
===> Epoch[75](390/704): MSE-pixel: 0.1513
===> Epoch[75](420/704): MSE-pixel: 0.1446
===> Epoch[75](450/704): MSE-pixel: 0.1459
===> Epoch[75](480/704): MSE-pixel: 0.1476
===> Epoch[75](510/704): MSE-pixel: 0.1466
===> Epoch[75](540/704): MSE-pixel: 0.1418
===> Epoch[75](570/704): MSE-pixel: 0.1455
===> Epoch[75](600/704): MSE-pixel: 0.1521
===> Epoch[75](630/704): MSE-pixel: 0.1521
===> Epoch[75](660/704): MSE-pixel: 0.1491
===> Epoch[75](690/704): MSE-pixel: 0.1413
learning rate = 0.0010000
===> Epoch[76](0/704): MSE-pixel: 0.1466
===> Epoch[76](30/704): MSE-pixel: 0.1487
===> Epoch[76](60/704): MSE-pixel: 0.1455
===> Epoch[76](90/704): MSE-pixel: 0.1491
===> Epoch[76](120/704): MSE-pixel: 0.1440
===> Epoch[76](150/704): MSE-pixel: 0.1488
===> Epoch[76](180/704): MSE-pixel: 0.1489
===> Epoch[76](210/704): MSE-pixel: 0.1454
===> Epoch[76](240/704): MSE-pixel: 0.1497
===> Epoch[76](270/704): MSE-pixel: 0.1458
===> Epoch[76](300/704): MSE-pixel: 0.1453
===> Epoch[76](330/704): MSE-pixel: 0.1448
===> Epoch[76](360/704): MSE-pixel: 0.1489
===> Epoch[76](390/704): MSE-pixel: 0.1482
===> Epoch[76](420/704): MSE-pixel: 0.1576
===> Epoch[76](450/704): MSE-pixel: 0.1444
===> Epoch[76](480/704): MSE-pixel: 0.1502
===> Epoch[76](510/704): MSE-pixel: 0.1509
===> Epoch[76](540/704): MSE-pixel: 0.1499
===> Epoch[76](570/704): MSE-pixel: 0.1472
===> Epoch[76](600/704): MSE-pixel: 0.1477
===> Epoch[76](630/704): MSE-pixel: 0.1492
===> Epoch[76](660/704): MSE-pixel: 0.1526
===> Epoch[76](690/704): MSE-pixel: 0.1483
learning rate = 0.0010000
===> Epoch[77](0/704): MSE-pixel: 0.1448
===> Epoch[77](30/704): MSE-pixel: 0.1459
===> Epoch[77](60/704): MSE-pixel: 0.1430
===> Epoch[77](90/704): MSE-pixel: 0.1508
===> Epoch[77](120/704): MSE-pixel: 0.1492
===> Epoch[77](150/704): MSE-pixel: 0.1492
===> Epoch[77](180/704): MSE-pixel: 0.1489
===> Epoch[77](210/704): MSE-pixel: 0.1506
===> Epoch[77](240/704): MSE-pixel: 0.1425
===> Epoch[77](270/704): MSE-pixel: 0.1439
===> Epoch[77](300/704): MSE-pixel: 0.1552
===> Epoch[77](330/704): MSE-pixel: 0.1442
===> Epoch[77](360/704): MSE-pixel: 0.1442
===> Epoch[77](390/704): MSE-pixel: 0.1478
===> Epoch[77](420/704): MSE-pixel: 0.1421
===> Epoch[77](450/704): MSE-pixel: 0.1494
===> Epoch[77](480/704): MSE-pixel: 0.1494
===> Epoch[77](510/704): MSE-pixel: 0.1464
===> Epoch[77](540/704): MSE-pixel: 0.1518
===> Epoch[77](570/704): MSE-pixel: 0.1517
===> Epoch[77](600/704): MSE-pixel: 0.1472
===> Epoch[77](630/704): MSE-pixel: 0.1490
===> Epoch[77](660/704): MSE-pixel: 0.1475
===> Epoch[77](690/704): MSE-pixel: 0.1489
learning rate = 0.0010000
===> Epoch[78](0/704): MSE-pixel: 0.1438
===> Epoch[78](30/704): MSE-pixel: 0.1482
