{'target': {'mean': array([-0.5029429], dtype=float32), 'std': array([0.6241994], dtype=float32), 'min': array([-5.971551], dtype=float32), 'max': array([4.968335], dtype=float32)}, 'input': {'mean': array([-0.39840025], dtype=float32), 'std': array([0.2741448], dtype=float32), 'min': array([-0.5], dtype=float32), 'max': array([0.5], dtype=float32)}}
Dataset: 60000, 45000
initialize network with normal
===> Epoch[17](450/704): MSE-pixel: 0.2159
===> Epoch[17](480/704): MSE-pixel: 0.1992
===> Epoch[17](510/704): MSE-pixel: 0.2052
===> Epoch[17](540/704): MSE-pixel: 0.2028
===> Epoch[17](570/704): MSE-pixel: 0.2095
===> Epoch[17](600/704): MSE-pixel: 0.1879
===> Epoch[17](630/704): MSE-pixel: 0.1986
===> Epoch[17](660/704): MSE-pixel: 0.2169
===> Epoch[17](690/704): MSE-pixel: 0.2017
learning rate = 0.0100000
===> Epoch[18](0/704): MSE-pixel: 0.2028
===> Epoch[18](30/704): MSE-pixel: 0.1839
===> Epoch[18](60/704): MSE-pixel: 0.2030
===> Epoch[18](90/704): MSE-pixel: 0.2012
===> Epoch[18](120/704): MSE-pixel: 0.1957
===> Epoch[18](150/704): MSE-pixel: 0.2111
===> Epoch[18](180/704): MSE-pixel: 0.1979
===> Epoch[18](210/704): MSE-pixel: 0.1997
===> Epoch[18](240/704): MSE-pixel: 0.1978
===> Epoch[18](270/704): MSE-pixel: 0.1894
===> Epoch[18](300/704): MSE-pixel: 0.2057
===> Epoch[18](330/704): MSE-pixel: 0.1962
===> Epoch[18](360/704): MSE-pixel: 0.1990
===> Epoch[18](390/704): MSE-pixel: 0.1963
===> Epoch[18](420/704): MSE-pixel: 0.1973
===> Epoch[18](450/704): MSE-pixel: 0.2035
===> Epoch[18](480/704): MSE-pixel: 0.2072
===> Epoch[18](510/704): MSE-pixel: 0.2005
===> Epoch[18](540/704): MSE-pixel: 0.2193
===> Epoch[18](570/704): MSE-pixel: 0.1954
===> Epoch[18](600/704): MSE-pixel: 0.2088
===> Epoch[18](630/704): MSE-pixel: 0.2020
===> Epoch[18](660/704): MSE-pixel: 0.2055
===> Epoch[18](690/704): MSE-pixel: 0.2046
learning rate = 0.0100000
===> Epoch[19](0/704): MSE-pixel: 0.2074
===> Epoch[19](30/704): MSE-pixel: 0.1894
===> Epoch[19](60/704): MSE-pixel: 0.1877
===> Epoch[19](90/704): MSE-pixel: 0.1990
===> Epoch[19](120/704): MSE-pixel: 0.1903
===> Epoch[19](150/704): MSE-pixel: 0.2038
===> Epoch[19](180/704): MSE-pixel: 0.1975
===> Epoch[19](210/704): MSE-pixel: 0.1944
===> Epoch[19](240/704): MSE-pixel: 0.2026
===> Epoch[19](270/704): MSE-pixel: 0.1944
===> Epoch[19](300/704): MSE-pixel: 0.1993
===> Epoch[19](330/704): MSE-pixel: 0.1971
===> Epoch[19](360/704): MSE-pixel: 0.1984
===> Epoch[19](390/704): MSE-pixel: 0.1948
===> Epoch[19](420/704): MSE-pixel: 0.1927
===> Epoch[19](450/704): MSE-pixel: 0.1998
===> Epoch[19](480/704): MSE-pixel: 0.2038
===> Epoch[19](510/704): MSE-pixel: 0.1985
===> Epoch[19](540/704): MSE-pixel: 0.2065
===> Epoch[19](570/704): MSE-pixel: 0.1997
===> Epoch[19](600/704): MSE-pixel: 0.2028
===> Epoch[19](630/704): MSE-pixel: 0.2038
===> Epoch[19](660/704): MSE-pixel: 0.1923
===> Epoch[19](690/704): MSE-pixel: 0.1979
learning rate = 0.0100000
===> Epoch[20](0/704): MSE-pixel: 0.2020
===> Epoch[20](30/704): MSE-pixel: 0.1987
===> Epoch[20](60/704): MSE-pixel: 0.1876
===> Epoch[20](90/704): MSE-pixel: 0.1896
===> Epoch[20](120/704): MSE-pixel: 0.2004
===> Epoch[20](150/704): MSE-pixel: 0.1935
===> Epoch[20](180/704): MSE-pixel: 0.1984
===> Epoch[20](210/704): MSE-pixel: 0.2021
===> Epoch[20](240/704): MSE-pixel: 0.1928
===> Epoch[20](270/704): MSE-pixel: 0.2018
===> Epoch[20](300/704): MSE-pixel: 0.1998
===> Epoch[20](330/704): MSE-pixel: 0.2028
===> Epoch[20](360/704): MSE-pixel: 0.2103
===> Epoch[20](390/704): MSE-pixel: 0.2024
===> Epoch[20](420/704): MSE-pixel: 0.2012
===> Epoch[20](450/704): MSE-pixel: 0.2019
===> Epoch[20](480/704): MSE-pixel: 0.2044
===> Epoch[20](510/704): MSE-pixel: 0.1898
===> Epoch[20](540/704): MSE-pixel: 0.1954
===> Epoch[20](570/704): MSE-pixel: 0.1896
===> Epoch[20](600/704): MSE-pixel: 0.2024
===> Epoch[20](630/704): MSE-pixel: 0.1958
===> Epoch[20](660/704): MSE-pixel: 0.1977
===> Epoch[20](690/704): MSE-pixel: 0.1920
learning rate = 0.0100000
===> Epoch[21](0/704): MSE-pixel: 0.1840
===> Epoch[21](30/704): MSE-pixel: 0.1847
===> Epoch[21](60/704): MSE-pixel: 0.1903
===> Epoch[21](90/704): MSE-pixel: 0.1969
===> Epoch[21](120/704): MSE-pixel: 0.1946
===> Epoch[21](150/704): MSE-pixel: 0.1966
===> Epoch[21](180/704): MSE-pixel: 0.1982
===> Epoch[21](210/704): MSE-pixel: 0.2039
===> Epoch[21](240/704): MSE-pixel: 0.1945
===> Epoch[21](270/704): MSE-pixel: 0.1960
===> Epoch[21](300/704): MSE-pixel: 0.1999
===> Epoch[21](330/704): MSE-pixel: 0.1866
===> Epoch[21](360/704): MSE-pixel: 0.1918
===> Epoch[21](390/704): MSE-pixel: 0.2079
===> Epoch[21](420/704): MSE-pixel: 0.1898
===> Epoch[21](450/704): MSE-pixel: 0.1937
===> Epoch[21](480/704): MSE-pixel: 0.1943
===> Epoch[21](510/704): MSE-pixel: 0.2034
===> Epoch[21](540/704): MSE-pixel: 0.1986
===> Epoch[21](570/704): MSE-pixel: 0.1961
===> Epoch[21](600/704): MSE-pixel: 0.1906
===> Epoch[21](630/704): MSE-pixel: 0.1987
===> Epoch[21](660/704): MSE-pixel: 0.1958
===> Epoch[21](690/704): MSE-pixel: 0.1933
learning rate = 0.0100000
Saving
===> Epoch[22](0/704): MSE-pixel: 0.1959
===> Epoch[22](30/704): MSE-pixel: 0.1867
===> Epoch[22](60/704): MSE-pixel: 0.1879
===> Epoch[22](90/704): MSE-pixel: 0.1914
===> Epoch[22](120/704): MSE-pixel: 0.1918
===> Epoch[22](150/704): MSE-pixel: 0.1924
===> Epoch[22](180/704): MSE-pixel: 0.1768
===> Epoch[22](210/704): MSE-pixel: 0.1974
===> Epoch[22](240/704): MSE-pixel: 0.1844
===> Epoch[22](270/704): MSE-pixel: 0.1856
===> Epoch[22](300/704): MSE-pixel: 0.1898
===> Epoch[22](330/704): MSE-pixel: 0.1890
===> Epoch[22](360/704): MSE-pixel: 0.1909
===> Epoch[22](390/704): MSE-pixel: 0.1923
===> Epoch[22](420/704): MSE-pixel: 0.1943
===> Epoch[22](450/704): MSE-pixel: 0.1858
===> Epoch[22](480/704): MSE-pixel: 0.1992
===> Epoch[22](510/704): MSE-pixel: 0.1862
===> Epoch[22](540/704): MSE-pixel: 0.1966
===> Epoch[22](570/704): MSE-pixel: 0.1871
===> Epoch[22](600/704): MSE-pixel: 0.1964
===> Epoch[22](630/704): MSE-pixel: 0.1938
===> Epoch[22](660/704): MSE-pixel: 0.2031
===> Epoch[22](690/704): MSE-pixel: 0.1881
learning rate = 0.0100000
===> Epoch[23](0/704): MSE-pixel: 0.2030
===> Epoch[23](30/704): MSE-pixel: 0.1885
===> Epoch[23](60/704): MSE-pixel: 0.1839
===> Epoch[23](90/704): MSE-pixel: 0.1896
===> Epoch[23](120/704): MSE-pixel: 0.1910
===> Epoch[23](150/704): MSE-pixel: 0.1944
===> Epoch[23](180/704): MSE-pixel: 0.1950
===> Epoch[23](210/704): MSE-pixel: 0.1819
===> Epoch[23](240/704): MSE-pixel: 0.1852
===> Epoch[23](270/704): MSE-pixel: 0.2017
===> Epoch[23](300/704): MSE-pixel: 0.1956
===> Epoch[23](330/704): MSE-pixel: 0.1963
===> Epoch[23](360/704): MSE-pixel: 0.1963
===> Epoch[23](390/704): MSE-pixel: 0.1857
===> Epoch[23](420/704): MSE-pixel: 0.2049
===> Epoch[23](450/704): MSE-pixel: 0.1961
===> Epoch[23](480/704): MSE-pixel: 0.1982
===> Epoch[23](510/704): MSE-pixel: 0.2018
===> Epoch[23](540/704): MSE-pixel: 0.1938
===> Epoch[23](570/704): MSE-pixel: 0.1950
===> Epoch[23](600/704): MSE-pixel: 0.1911
===> Epoch[23](630/704): MSE-pixel: 0.1889
===> Epoch[23](660/704): MSE-pixel: 0.1925
===> Epoch[23](690/704): MSE-pixel: 0.1932
learning rate = 0.0100000
===> Epoch[24](0/704): MSE-pixel: 0.1956
===> Epoch[24](30/704): MSE-pixel: 0.1790
===> Epoch[24](60/704): MSE-pixel: 0.1947
===> Epoch[24](90/704): MSE-pixel: 0.1824
===> Epoch[24](120/704): MSE-pixel: 0.1888
===> Epoch[24](150/704): MSE-pixel: 0.1807
===> Epoch[24](180/704): MSE-pixel: 0.1827
===> Epoch[24](210/704): MSE-pixel: 0.1973
===> Epoch[24](240/704): MSE-pixel: 0.1946
===> Epoch[24](270/704): MSE-pixel: 0.1996
===> Epoch[24](300/704): MSE-pixel: 0.1935
===> Epoch[24](330/704): MSE-pixel: 0.1943
===> Epoch[24](360/704): MSE-pixel: 0.1950
===> Epoch[24](390/704): MSE-pixel: 0.1957
===> Epoch[24](420/704): MSE-pixel: 0.1942
===> Epoch[24](450/704): MSE-pixel: 0.1836
===> Epoch[24](480/704): MSE-pixel: 0.1854
===> Epoch[24](510/704): MSE-pixel: 0.1969
===> Epoch[24](540/704): MSE-pixel: 0.1848
===> Epoch[24](570/704): MSE-pixel: 0.2070
===> Epoch[24](600/704): MSE-pixel: 0.1920
===> Epoch[24](630/704): MSE-pixel: 0.1911
===> Epoch[24](660/704): MSE-pixel: 0.1922
===> Epoch[24](690/704): MSE-pixel: 0.1964
learning rate = 0.0100000
===> Epoch[25](0/704): MSE-pixel: 0.1867
===> Epoch[25](30/704): MSE-pixel: 0.1844
===> Epoch[25](60/704): MSE-pixel: 0.1887
===> Epoch[25](90/704): MSE-pixel: 0.1845
===> Epoch[25](120/704): MSE-pixel: 0.1894
===> Epoch[25](150/704): MSE-pixel: 0.1870
===> Epoch[25](180/704): MSE-pixel: 0.1841
===> Epoch[25](210/704): MSE-pixel: 0.1865
===> Epoch[25](240/704): MSE-pixel: 0.1952
===> Epoch[25](270/704): MSE-pixel: 0.1791
===> Epoch[25](300/704): MSE-pixel: 0.1851
===> Epoch[25](330/704): MSE-pixel: 0.1903
===> Epoch[25](360/704): MSE-pixel: 0.1915
===> Epoch[25](390/704): MSE-pixel: 0.1924
===> Epoch[25](420/704): MSE-pixel: 0.1990
===> Epoch[25](450/704): MSE-pixel: 0.1947
===> Epoch[25](480/704): MSE-pixel: 0.1907
===> Epoch[25](510/704): MSE-pixel: 0.1844
===> Epoch[25](540/704): MSE-pixel: 0.1922
===> Epoch[25](570/704): MSE-pixel: 0.1965
===> Epoch[25](600/704): MSE-pixel: 0.1936
===> Epoch[25](630/704): MSE-pixel: 0.1938
===> Epoch[25](660/704): MSE-pixel: 0.1904
===> Epoch[25](690/704): MSE-pixel: 0.2037
learning rate = 0.0100000
===> Epoch[26](0/704): MSE-pixel: 0.2030
===> Epoch[26](30/704): MSE-pixel: 0.1869
===> Epoch[26](60/704): MSE-pixel: 0.1785
===> Epoch[26](90/704): MSE-pixel: 0.1903
===> Epoch[26](120/704): MSE-pixel: 0.1793
===> Epoch[26](150/704): MSE-pixel: 0.1948
===> Epoch[26](180/704): MSE-pixel: 0.1852
===> Epoch[26](210/704): MSE-pixel: 0.1903
===> Epoch[26](240/704): MSE-pixel: 0.1914
===> Epoch[26](270/704): MSE-pixel: 0.1821
===> Epoch[26](300/704): MSE-pixel: 0.1915
===> Epoch[26](330/704): MSE-pixel: 0.1884
===> Epoch[26](360/704): MSE-pixel: 0.1933
===> Epoch[26](390/704): MSE-pixel: 0.1848
===> Epoch[26](420/704): MSE-pixel: 0.1927
===> Epoch[26](450/704): MSE-pixel: 0.1873
===> Epoch[26](480/704): MSE-pixel: 0.1848
===> Epoch[26](510/704): MSE-pixel: 0.1849
===> Epoch[26](540/704): MSE-pixel: 0.1900
===> Epoch[26](570/704): MSE-pixel: 0.1832
===> Epoch[26](600/704): MSE-pixel: 0.1957
===> Epoch[26](630/704): MSE-pixel: 0.1978
===> Epoch[26](660/704): MSE-pixel: 0.1883
===> Epoch[26](690/704): MSE-pixel: 0.1879
learning rate = 0.0100000
===> Epoch[27](0/704): MSE-pixel: 0.1828
===> Epoch[27](30/704): MSE-pixel: 0.1875
===> Epoch[27](60/704): MSE-pixel: 0.1790
===> Epoch[27](90/704): MSE-pixel: 0.1744
===> Epoch[27](120/704): MSE-pixel: 0.1793
===> Epoch[27](150/704): MSE-pixel: 0.1835
===> Epoch[27](180/704): MSE-pixel: 0.1819
===> Epoch[27](210/704): MSE-pixel: 0.1868
===> Epoch[27](240/704): MSE-pixel: 0.1869
===> Epoch[27](270/704): MSE-pixel: 0.1894
===> Epoch[27](300/704): MSE-pixel: 0.1793
===> Epoch[27](330/704): MSE-pixel: 0.1892
===> Epoch[27](360/704): MSE-pixel: 0.1892
===> Epoch[27](390/704): MSE-pixel: 0.1828
===> Epoch[27](420/704): MSE-pixel: 0.1832
===> Epoch[27](450/704): MSE-pixel: 0.1979
===> Epoch[27](480/704): MSE-pixel: 0.1874
===> Epoch[27](510/704): MSE-pixel: 0.1812
===> Epoch[27](540/704): MSE-pixel: 0.1890
===> Epoch[27](570/704): MSE-pixel: 0.1798
===> Epoch[27](600/704): MSE-pixel: 0.1926
===> Epoch[27](630/704): MSE-pixel: 0.1926
===> Epoch[27](660/704): MSE-pixel: 0.1877
===> Epoch[27](690/704): MSE-pixel: 0.1817
learning rate = 0.0100000
===> Epoch[28](0/704): MSE-pixel: 0.1865
===> Epoch[28](30/704): MSE-pixel: 0.1939
===> Epoch[28](60/704): MSE-pixel: 0.1832
===> Epoch[28](90/704): MSE-pixel: 0.1801
===> Epoch[28](120/704): MSE-pixel: 0.1858
===> Epoch[28](150/704): MSE-pixel: 0.1769
===> Epoch[28](180/704): MSE-pixel: 0.1860
===> Epoch[28](210/704): MSE-pixel: 0.1804
===> Epoch[28](240/704): MSE-pixel: 0.1801
===> Epoch[28](270/704): MSE-pixel: 0.1930
===> Epoch[28](300/704): MSE-pixel: 0.1866
===> Epoch[28](330/704): MSE-pixel: 0.1802
===> Epoch[28](360/704): MSE-pixel: 0.1844
===> Epoch[28](390/704): MSE-pixel: 0.1874
===> Epoch[28](420/704): MSE-pixel: 0.1803
===> Epoch[28](450/704): MSE-pixel: 0.1717
===> Epoch[28](480/704): MSE-pixel: 0.1908
===> Epoch[28](510/704): MSE-pixel: 0.1960
===> Epoch[28](540/704): MSE-pixel: 0.1810
===> Epoch[28](570/704): MSE-pixel: 0.1905
===> Epoch[28](600/704): MSE-pixel: 0.1838
===> Epoch[28](630/704): MSE-pixel: 0.1761
===> Epoch[28](660/704): MSE-pixel: 0.1825
===> Epoch[28](690/704): MSE-pixel: 0.1863
learning rate = 0.0100000
===> Epoch[29](0/704): MSE-pixel: 0.1779
===> Epoch[29](30/704): MSE-pixel: 0.1731
===> Epoch[29](60/704): MSE-pixel: 0.1724
===> Epoch[29](90/704): MSE-pixel: 0.1773
===> Epoch[29](120/704): MSE-pixel: 0.1836
===> Epoch[29](150/704): MSE-pixel: 0.1814
===> Epoch[29](180/704): MSE-pixel: 0.1840
===> Epoch[29](210/704): MSE-pixel: 0.1732
===> Epoch[29](240/704): MSE-pixel: 0.1825
===> Epoch[29](270/704): MSE-pixel: 0.1798
===> Epoch[29](300/704): MSE-pixel: 0.1880
===> Epoch[29](330/704): MSE-pixel: 0.1858
===> Epoch[29](360/704): MSE-pixel: 0.1801
===> Epoch[29](390/704): MSE-pixel: 0.1859
===> Epoch[29](420/704): MSE-pixel: 0.1888
===> Epoch[29](450/704): MSE-pixel: 0.1859
===> Epoch[29](480/704): MSE-pixel: 0.1722
===> Epoch[29](510/704): MSE-pixel: 0.1786
===> Epoch[29](540/704): MSE-pixel: 0.1858
===> Epoch[29](570/704): MSE-pixel: 0.1917
===> Epoch[29](600/704): MSE-pixel: 0.1956
===> Epoch[29](630/704): MSE-pixel: 0.1866
===> Epoch[29](660/704): MSE-pixel: 0.1840
===> Epoch[29](690/704): MSE-pixel: 0.1830
learning rate = 0.0100000
===> Epoch[30](0/704): MSE-pixel: 0.1820
===> Epoch[30](30/704): MSE-pixel: 0.1771
===> Epoch[30](60/704): MSE-pixel: 0.1784
===> Epoch[30](90/704): MSE-pixel: 0.1750
===> Epoch[30](120/704): MSE-pixel: 0.1903
===> Epoch[30](150/704): MSE-pixel: 0.1781
===> Epoch[30](180/704): MSE-pixel: 0.1864
===> Epoch[30](210/704): MSE-pixel: 0.1829
===> Epoch[30](240/704): MSE-pixel: 0.1847
===> Epoch[30](270/704): MSE-pixel: 0.1863
===> Epoch[30](300/704): MSE-pixel: 0.1813
===> Epoch[30](330/704): MSE-pixel: 0.1875
===> Epoch[30](360/704): MSE-pixel: 0.1923
===> Epoch[30](390/704): MSE-pixel: 0.1831
===> Epoch[30](420/704): MSE-pixel: 0.1835
===> Epoch[30](450/704): MSE-pixel: 0.1858
===> Epoch[30](480/704): MSE-pixel: 0.1883
===> Epoch[30](510/704): MSE-pixel: 0.1713
===> Epoch[30](540/704): MSE-pixel: 0.1740
===> Epoch[30](570/704): MSE-pixel: 0.1864
===> Epoch[30](600/704): MSE-pixel: 0.1799
===> Epoch[30](630/704): MSE-pixel: 0.1917
===> Epoch[30](660/704): MSE-pixel: 0.1801
===> Epoch[30](690/704): MSE-pixel: 0.1801
learning rate = 0.0100000
===> Epoch[31](0/704): MSE-pixel: 0.1803
===> Epoch[31](30/704): MSE-pixel: 0.1735
===> Epoch[31](60/704): MSE-pixel: 0.1694
===> Epoch[31](90/704): MSE-pixel: 0.1776
===> Epoch[31](120/704): MSE-pixel: 0.1751
===> Epoch[31](150/704): MSE-pixel: 0.1816
===> Epoch[31](180/704): MSE-pixel: 0.1755
===> Epoch[31](210/704): MSE-pixel: 0.1758
===> Epoch[31](240/704): MSE-pixel: 0.1680
===> Epoch[31](270/704): MSE-pixel: 0.1806
===> Epoch[31](300/704): MSE-pixel: 0.1784
===> Epoch[31](330/704): MSE-pixel: 0.1814
===> Epoch[31](360/704): MSE-pixel: 0.1913
===> Epoch[31](390/704): MSE-pixel: 0.1756
===> Epoch[31](420/704): MSE-pixel: 0.1766
===> Epoch[31](450/704): MSE-pixel: 0.1821
===> Epoch[31](480/704): MSE-pixel: 0.1839
===> Epoch[31](510/704): MSE-pixel: 0.1832
===> Epoch[31](540/704): MSE-pixel: 0.1854
===> Epoch[31](570/704): MSE-pixel: 0.1846
===> Epoch[31](600/704): MSE-pixel: 0.1757
===> Epoch[31](630/704): MSE-pixel: 0.1856
===> Epoch[31](660/704): MSE-pixel: 0.1727
===> Epoch[31](690/704): MSE-pixel: 0.1878
learning rate = 0.0100000
Saving
===> Epoch[32](0/704): MSE-pixel: 0.2021
===> Epoch[32](30/704): MSE-pixel: 0.1709
===> Epoch[32](60/704): MSE-pixel: 0.1870
===> Epoch[32](90/704): MSE-pixel: 0.1739
===> Epoch[32](120/704): MSE-pixel: 0.1699
===> Epoch[32](150/704): MSE-pixel: 0.1760
===> Epoch[32](180/704): MSE-pixel: 0.1806
===> Epoch[32](210/704): MSE-pixel: 0.1802
===> Epoch[32](240/704): MSE-pixel: 0.1873
===> Epoch[32](270/704): MSE-pixel: 0.1873
===> Epoch[32](300/704): MSE-pixel: 0.1838
===> Epoch[32](330/704): MSE-pixel: 0.1871
===> Epoch[32](360/704): MSE-pixel: 0.1754
===> Epoch[32](390/704): MSE-pixel: 0.1804
===> Epoch[32](420/704): MSE-pixel: 0.1762
===> Epoch[32](450/704): MSE-pixel: 0.1824
===> Epoch[32](480/704): MSE-pixel: 0.1859
===> Epoch[32](510/704): MSE-pixel: 0.1792
===> Epoch[32](540/704): MSE-pixel: 0.1818
===> Epoch[32](570/704): MSE-pixel: 0.1904
===> Epoch[32](600/704): MSE-pixel: 0.1797
===> Epoch[32](630/704): MSE-pixel: 0.1784
===> Epoch[32](660/704): MSE-pixel: 0.1873
===> Epoch[32](690/704): MSE-pixel: 0.1774
learning rate = 0.0100000
===> Epoch[33](0/704): MSE-pixel: 0.1850
===> Epoch[33](30/704): MSE-pixel: 0.1718
===> Epoch[33](60/704): MSE-pixel: 0.1760
===> Epoch[33](90/704): MSE-pixel: 0.1713
===> Epoch[33](120/704): MSE-pixel: 0.1764
===> Epoch[33](150/704): MSE-pixel: 0.1881
===> Epoch[33](180/704): MSE-pixel: 0.1782
===> Epoch[33](210/704): MSE-pixel: 0.1678
===> Epoch[33](240/704): MSE-pixel: 0.1779
===> Epoch[33](270/704): MSE-pixel: 0.1747
===> Epoch[33](300/704): MSE-pixel: 0.1851
===> Epoch[33](330/704): MSE-pixel: 0.1714
===> Epoch[33](360/704): MSE-pixel: 0.1799
===> Epoch[33](390/704): MSE-pixel: 0.1817
===> Epoch[33](420/704): MSE-pixel: 0.1785
===> Epoch[33](450/704): MSE-pixel: 0.1773
===> Epoch[33](480/704): MSE-pixel: 0.1786
===> Epoch[33](510/704): MSE-pixel: 0.1783
===> Epoch[33](540/704): MSE-pixel: 0.1860
===> Epoch[33](570/704): MSE-pixel: 0.1900
===> Epoch[33](600/704): MSE-pixel: 0.1775
===> Epoch[33](630/704): MSE-pixel: 0.1812
===> Epoch[33](660/704): MSE-pixel: 0.1858
===> Epoch[33](690/704): MSE-pixel: 0.1785
learning rate = 0.0100000
===> Epoch[34](0/704): MSE-pixel: 0.1841
===> Epoch[34](30/704): MSE-pixel: 0.1688
===> Epoch[34](60/704): MSE-pixel: 0.1842
===> Epoch[34](90/704): MSE-pixel: 0.1754
===> Epoch[34](120/704): MSE-pixel: 0.1804
===> Epoch[34](150/704): MSE-pixel: 0.1813
===> Epoch[34](180/704): MSE-pixel: 0.1780
===> Epoch[34](210/704): MSE-pixel: 0.1856
===> Epoch[34](240/704): MSE-pixel: 0.1789
===> Epoch[34](270/704): MSE-pixel: 0.1739
===> Epoch[34](300/704): MSE-pixel: 0.1703
===> Epoch[34](330/704): MSE-pixel: 0.1748
===> Epoch[34](360/704): MSE-pixel: 0.1777
===> Epoch[34](390/704): MSE-pixel: 0.1727
===> Epoch[34](420/704): MSE-pixel: 0.1747
===> Epoch[34](450/704): MSE-pixel: 0.1660
===> Epoch[34](480/704): MSE-pixel: 0.1785
===> Epoch[34](510/704): MSE-pixel: 0.1740
===> Epoch[34](540/704): MSE-pixel: 0.1841
===> Epoch[34](570/704): MSE-pixel: 0.1858
===> Epoch[34](600/704): MSE-pixel: 0.1806
===> Epoch[34](630/704): MSE-pixel: 0.1814
===> Epoch[34](660/704): MSE-pixel: 0.1778
===> Epoch[34](690/704): MSE-pixel: 0.1836
learning rate = 0.0100000
===> Epoch[35](0/704): MSE-pixel: 0.1762
===> Epoch[35](30/704): MSE-pixel: 0.1772
===> Epoch[35](60/704): MSE-pixel: 0.1787
===> Epoch[35](90/704): MSE-pixel: 0.1770
===> Epoch[35](120/704): MSE-pixel: 0.1722
===> Epoch[35](150/704): MSE-pixel: 0.1815
===> Epoch[35](180/704): MSE-pixel: 0.1707
===> Epoch[35](210/704): MSE-pixel: 0.1769
===> Epoch[35](240/704): MSE-pixel: 0.1850
===> Epoch[35](270/704): MSE-pixel: 0.1872
===> Epoch[35](300/704): MSE-pixel: 0.1770
===> Epoch[35](330/704): MSE-pixel: 0.1819
===> Epoch[35](360/704): MSE-pixel: 0.1844
===> Epoch[35](390/704): MSE-pixel: 0.1818
===> Epoch[35](420/704): MSE-pixel: 0.1803
===> Epoch[35](450/704): MSE-pixel: 0.1781
===> Epoch[35](480/704): MSE-pixel: 0.1726
===> Epoch[35](510/704): MSE-pixel: 0.1733
===> Epoch[35](540/704): MSE-pixel: 0.1787
===> Epoch[35](570/704): MSE-pixel: 0.1810
===> Epoch[35](600/704): MSE-pixel: 0.1828
===> Epoch[35](630/704): MSE-pixel: 0.1834
===> Epoch[35](660/704): MSE-pixel: 0.1774
===> Epoch[35](690/704): MSE-pixel: 0.1789
learning rate = 0.0100000
===> Epoch[36](0/704): MSE-pixel: 0.1760
===> Epoch[36](30/704): MSE-pixel: 0.1714
===> Epoch[36](60/704): MSE-pixel: 0.1695
===> Epoch[36](90/704): MSE-pixel: 0.1752
===> Epoch[36](120/704): MSE-pixel: 0.1804
===> Epoch[36](150/704): MSE-pixel: 0.1760
===> Epoch[36](180/704): MSE-pixel: 0.1698
===> Epoch[36](210/704): MSE-pixel: 0.1784
===> Epoch[36](240/704): MSE-pixel: 0.1773
===> Epoch[36](270/704): MSE-pixel: 0.1760
===> Epoch[36](300/704): MSE-pixel: 0.1741
===> Epoch[36](330/704): MSE-pixel: 0.1765
===> Epoch[36](360/704): MSE-pixel: 0.1816
===> Epoch[36](390/704): MSE-pixel: 0.1789
===> Epoch[36](420/704): MSE-pixel: 0.1799
===> Epoch[36](450/704): MSE-pixel: 0.1785
===> Epoch[36](480/704): MSE-pixel: 0.1768
===> Epoch[36](510/704): MSE-pixel: 0.1759
===> Epoch[36](540/704): MSE-pixel: 0.1722
===> Epoch[36](570/704): MSE-pixel: 0.1768
===> Epoch[36](600/704): MSE-pixel: 0.1787
===> Epoch[36](630/704): MSE-pixel: 0.1735
===> Epoch[36](660/704): MSE-pixel: 0.1746
===> Epoch[36](690/704): MSE-pixel: 0.1867
learning rate = 0.0100000
===> Epoch[37](0/704): MSE-pixel: 0.1824
===> Epoch[37](30/704): MSE-pixel: 0.1659
===> Epoch[37](60/704): MSE-pixel: 0.1679
===> Epoch[37](90/704): MSE-pixel: 0.1644
===> Epoch[37](120/704): MSE-pixel: 0.1735
===> Epoch[37](150/704): MSE-pixel: 0.1753
===> Epoch[37](180/704): MSE-pixel: 0.1711
===> Epoch[37](210/704): MSE-pixel: 0.1798
===> Epoch[37](240/704): MSE-pixel: 0.1669
===> Epoch[37](270/704): MSE-pixel: 0.1816
===> Epoch[37](300/704): MSE-pixel: 0.1838
===> Epoch[37](330/704): MSE-pixel: 0.1772
===> Epoch[37](360/704): MSE-pixel: 0.1792
===> Epoch[37](390/704): MSE-pixel: 0.1714
===> Epoch[37](420/704): MSE-pixel: 0.1809
===> Epoch[37](450/704): MSE-pixel: 0.1805
===> Epoch[37](480/704): MSE-pixel: 0.1742
===> Epoch[37](510/704): MSE-pixel: 0.1804
===> Epoch[37](540/704): MSE-pixel: 0.1780
===> Epoch[37](570/704): MSE-pixel: 0.1830
===> Epoch[37](600/704): MSE-pixel: 0.1798
===> Epoch[37](630/704): MSE-pixel: 0.1756
===> Epoch[37](660/704): MSE-pixel: 0.1810
===> Epoch[37](690/704): MSE-pixel: 0.1736
learning rate = 0.0100000
===> Epoch[38](0/704): MSE-pixel: 0.1737
===> Epoch[38](30/704): MSE-pixel: 0.1670
===> Epoch[38](60/704): MSE-pixel: 0.1727
===> Epoch[38](90/704): MSE-pixel: 0.1721
===> Epoch[38](120/704): MSE-pixel: 0.1656
===> Epoch[38](150/704): MSE-pixel: 0.1774
===> Epoch[38](180/704): MSE-pixel: 0.1681
===> Epoch[38](210/704): MSE-pixel: 0.1679
===> Epoch[38](240/704): MSE-pixel: 0.1793
===> Epoch[38](270/704): MSE-pixel: 0.1637
===> Epoch[38](300/704): MSE-pixel: 0.1783
===> Epoch[38](330/704): MSE-pixel: 0.1685
===> Epoch[38](360/704): MSE-pixel: 0.1730
